gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
STXBP1	41953.72910666733	-3.1311778601839166	0.047968422707872695	-65.27581445095171	0	0
SYNCRIP	4954.147879535208	1.0924370484282453	0.028429099172512677	38.426720516156664	0	0
ST6GALNAC6	9708.174771749578	-1.808874172988682	0.043921166706422474	-41.1845656350512	0	0
ULK1	8378.298733529095	-1.7343675190467478	0.03609897662717778	-48.044783567105256	0	0
ATP6V1E1	9574.756501189666	-1.710452465921413	0.0400971036559201	-42.657756046399	0	0
USP9X	8115.497568655426	1.1653392393205917	0.030164891960111434	38.632302773090615	0	0
CSPG4	5238.097976482692	3.918249037125668	0.09391263336672759	41.722278426854004	0	0
HMGN2	6833.501110925161	1.3140829388699613	0.03346936865457255	39.26225655560529	0	0
RABL6	13239.28222999012	-1.490122513505799	0.02911905400932519	-51.173452030021195	0	0
NPTN	7781.882053655056	-1.6008722094678163	0.039360754094576296	-40.67178707047201	0	0
MLEC	5937.751591428111	1.561673088031679	0.04012122897336944	38.923859711980484	0	0
CLTB	6013.918778797751	-1.8866914219155395	0.03733713310449132	-50.531234324699334	0	0
SH3GLB1	4288.867063839687	1.133992602498764	0.026769317638618454	42.36165515339182	0	0
BLCAP	7114.724778189168	-1.2290399976798096	0.03047393228622055	-40.330863314136415	0	0
TMED2	3657.196216971697	1.188874615493087	0.026920844765848242	44.161861406418126	0	0
AGAP3	18464.921365144866	-2.205108242051501	0.035525962330591326	-62.070331030911646	0	0
DDOST	3798.923461572651	1.1326821889668022	0.028822865865394173	39.29804184832097	0	0
PRKDC	9447.555184084584	2.0314718362926154	0.032217715465407595	63.05449678683214	0	0
CD163	1868.474189004265	5.327601414874694	0.14178542372097	37.57509957694434	0	0
JAG1	3950.931184406599	4.054747795600745	0.09093997333223422	44.587079224087645	0	0
DAG1	6339.665026034635	1.87284456277015	0.04456690360691703	42.023214789359386	0	0
EGFR	9851.31428897872	4.326678915440127	0.11264685498458077	38.40922958774453	0	0
MICAL2	23989.54805833161	-3.645936472470022	0.0950404516000848	-38.361943899546546	0	0
COL8A1	1407.9250207567911	5.220401385645815	0.134350082051411	38.85670411163689	0	0
SPINT2	3224.0626478290155	-2.898408133562844	0.05456131124253268	-53.12203954701553	0	0
TUBGCP6	11835.794697688369	-1.8648290063071857	0.044623508049650935	-41.79028247246404	0	0
STK25	8008.355614432292	-0.9450009637982227	0.023873032379677753	-39.58445449111307	0	0
RHOT2	8550.432068841365	-1.9482005539817508	0.03995723048330583	-48.757146839686776	0	0
PSMC5	6996.006266056955	-1.0377542090187324	0.021865375856708884	-47.46107342583464	0	0
SSR2	3601.675963853575	1.049179396131284	0.02305738806681639	45.502959532577606	0	0
SH3GLB2	9940.700251017592	-2.0393998571331133	0.038708633145892644	-52.68591762066683	0	0
PIP5K1C	18424.15159895405	-2.024805974138428	0.039155468314091516	-51.711959052465936	0	0
HDAC5	8735.114565356233	-1.2345450032654353	0.03265571101951623	-37.80487286060397	0	0
GBA2	8966.347383588844	-1.6985730002309574	0.03097985708260217	-54.828303297268945	0	0
DNAJC5	14493.369092685472	-1.1657317847876165	0.022732350071962514	-51.28074225046356	0	0
CAMKK2	37636.26615590306	-4.1060518271022275	0.05967782444830957	-68.80364465461903	0	0
YPEL3	11284.394979420069	-2.605027847425221	0.041303714621573166	-63.070062131036515	0	0
SEPT4	24828.495814541428	-2.7310894039508438	0.07262375163794575	-37.606008259753075	0	0
ATP6V0A1	16768.511987181042	-1.4997240894623702	0.026400406744493947	-56.80685543889023	0	0
FAIM2	34899.20054368333	-2.703503583152865	0.06805396602374815	-39.72587846253441	0	0
PHF1	5584.800987325716	-1.5303308515934033	0.02671234012954954	-57.289284434519885	0	0
EEF1D	5910.31116930852	1.3617178925599824	0.030797257214358543	44.21555734921458	0	0
CNN2	751.1743479432547	3.3588659638288507	0.08946232896042396	37.54503155528999	0	0
ENAH	6433.800418711926	2.599172152155906	0.05112862180399858	50.835951771198225	0	0
GLS	8985.270629180644	-1.5631210772094528	0.04135117818414324	-37.80112552654803	0	0
CBX7	11071.403583389952	-2.9609271047001164	0.047609012356113124	-62.192575694545475	0	0
DNM1	44001.515303132786	-3.4519885756970017	0.0542789200482296	-63.597222874547484	0	0
EZH1	9855.260878860252	-2.1147892384362748	0.041751489176905764	-50.65182775818305	0	0
TUBA1B	19700.94997232408	2.492619501743457	0.06043458837430418	41.24491568148545	0	0
NUDCD3	10863.743905977577	-0.9901914572151231	0.026126779598473728	-37.899483688107054	0	0
ATL3	2223.7828157088647	1.7688985767150385	0.03715567272690681	47.6077661065753	0	0
TRAM1	2156.173856883816	1.4420281105024482	0.0382594633403414	37.69075634111026	0	0
PILRB	9173.857546583005	-2.5806366008297075	0.06656277502287174	-38.7699671466968	0	0
MYC	1026.9430161622097	4.151757846741031	0.08272365796125378	50.18827683714902	0	0
TERF2IP	13452.494780683728	-1.3657352959684326	0.031211484867591087	-43.757459850510486	0	0
MRC2	3086.656224657426	4.573824301079928	0.09279593916937517	49.289056633519124	0	0
NDUFA10	9025.33548733388	-1.4982561917986934	0.02793638264406162	-53.631001940660155	0	0
VPS28	5933.53088130011	-0.9994678557166049	0.02592898787547881	-38.54635053695279	0	0
LIFR	5924.604493674919	2.544663771060761	0.0667423289116525	38.12668530684865	0	0
SPRY1	1239.2963827975755	2.94478244460662	0.0721469871601366	40.81642990954585	0	0
TUBB6	1364.3815475374256	2.537732041101777	0.06338925620852844	40.03410345679918	0	0
SELENON	8007.149562524859	1.8181443065150868	0.04370685889253247	41.59860380233651	0	0
SPG7	7409.3369644475815	-1.1851129107139147	0.02587794432070342	-45.79625398474081	0	0
TUBA4A	6856.271256473548	-3.137083102002634	0.0699547723997207	-44.84444726769148	0	0
ARID1A	7651.337112058867	1.2752562089788353	0.03269725192836583	39.00193850457851	0	0
SSR3	3192.2106638007162	1.4854846071241596	0.03872124378025259	38.363556076722425	0	0
ABCC5	12332.644531264385	-2.078869687886056	0.05230400010550745	-39.745902487239356	0	0
MCF2L	26628.646731680285	-2.8140524837583283	0.061616796392322336	-45.67021735178963	0	0
AP2A2	12308.242028588873	-1.35798124172035	0.03412701556019304	-39.79197182728007	0	0
IGFBP2	3833.2559088317344	5.311190047883809	0.1361065901688226	39.0222842354361	0	0
ABTB1	7936.357780106981	-3.044687426609372	0.05321276328700675	-57.21723959696733	0	0
TEAD1	3514.287933227544	2.526625310341217	0.04280171128620845	59.03094139031177	0	0
KLHDC3	11007.502545386184	-1.5363469285036657	0.03526447143957253	-43.566424386546515	0	0
CCDC50	3401.783074897642	1.2603209336171226	0.031607247511687454	39.87442858322579	0	0
PTK2B	18004.942021864652	-3.1989663052101402	0.05400857695737969	-59.23070899895347	0	0
TNPO1	4957.1953739253895	1.359756963050013	0.03436514513718819	39.567909799937205	0	0
AMOTL1	2822.09395723733	2.3415181252395296	0.03779629819219066	61.950990896863175	0	0
PPP1R18	1883.1453519531588	2.535732490171982	0.05556766689294129	45.63323659165711	0	0
CEP170B	11032.919793898252	-2.2186857638322435	0.05629739563288312	-39.41009595364508	0	0
WWTR1	2899.2846913610783	3.3496467089910538	0.08349619018136009	40.1173598665444	0	0
TOLLIP	10859.639585226909	-1.7138551393243855	0.04235086512803394	-40.46800777606566	0	0
IFI16	1845.4580695848351	3.101362551624089	0.07125907231341037	43.522353728992314	0	0
VMP1	3010.36904195926	2.0171949815742427	0.04779263171359898	42.20723800401783	0	0
CYFIP1	4210.65616512043	2.0101943029411387	0.04530365766754469	44.37156747238163	0	0
PDZD4	30917.115711603023	-2.609862025821494	0.05382751540162517	-48.485649139634944	0	0
PHYHIP	32518.402379947354	-4.8292039692217	0.07718507453789676	-62.566551864254926	0	0
EPB41L1	14751.551716153162	-1.72598677668063	0.045189588264486956	-38.1943461528953	0	0
TSPYL1	11777.138129379968	-1.233155985208021	0.030229133966415814	-40.79362599596937	0	0
ZKSCAN1	6462.732018606917	1.11037735237198	0.027817877170458596	39.91596287408852	0	0
AKAP17A	2817.901207842481	-1.6405686318637245	0.034729010981069064	-47.239140577830035	0	0
NOTCH1	7825.140224467451	3.681755500213746	0.08315728618724712	44.27459900415046	0	0
PXDN	2798.96771833335	4.232925170584697	0.11190359818816589	37.826533186779514	0	0
CTSF	9337.384362004554	-1.6797243240289685	0.04074400945901069	-41.22628936945456	0	0
RAP1GAP	13026.24904364018	-2.9944772895422247	0.05839925956103407	-51.27594616867779	0	0
PPA1	6649.909755053576	-1.4423603880622429	0.03578454877172805	-40.30679266806333	0	0
ACLY	5506.676070079999	1.5077343382820148	0.029853111097952367	50.50509922851661	0	0
RUSC2	10366.08334702342	-1.6681167220610527	0.034711074678039744	-48.057190321347235	0	0
ARFGAP2	6635.378281569388	-1.0593413181511413	0.022251255844416902	-47.60815863869285	0	0
NES	11676.607663634262	3.887765874281249	0.05538698098893428	70.19277463521586	0	0
TECR	7534.162870557591	-1.2010747450594224	0.026914896854639603	-44.6249061085434	0	0
EVL	12632.469226238021	-1.5200406103754676	0.030330547146134337	-50.11583216919311	0	0
DMTN	13672.05680650306	-3.7707536489228106	0.07836102903776582	-48.12026711779792	0	0
FAT1	9128.864737742026	2.944432111198776	0.05953798243113323	49.45468406835183	0	0
CRY2	7508.44173986265	-2.045414276249174	0.034856495549461436	-58.681007485297165	0	0
FAM160B2	5002.176025457272	-1.155556609399205	0.02945949318261068	-39.225271196495186	0	0
ANTXR2	508.95393881699397	3.181019770296888	0.07331419167938565	43.388867795310105	0	0
ZER1	8259.444982148882	-1.3661296316598004	0.03425811313065235	-39.87755036156559	0	0
CREB3L2	1470.8815568750454	2.9287208286922035	0.06567455547140698	44.5944522603932	0	0
DENND4B	8052.448118601735	-1.3132098523948565	0.028999179586521463	-45.284379458970065	0	0
MADD	17223.961831366523	-2.3962563722760595	0.041273748834176074	-58.05763808621807	0	0
APBB1	20185.64099994058	-2.125904191905376	0.03420560458181157	-62.15075622536432	0	0
MPZL1	3295.4567442845496	1.8459358497597786	0.035175501108229916	52.47788351557812	0	0
SH2B1	7584.806047313874	-1.4731050274789885	0.029140322808119838	-50.552117667979765	0	0
SPRYD3	9231.681907728538	-1.9785495425072832	0.04536274499499693	-43.6161776084207	0	0
PQLC1	4854.962381989334	-1.6875032340037055	0.043594537441135096	-38.70905239635379	0	0
SSR1	4701.577901578404	1.1239648436159169	0.025629626554755428	43.85412488218139	0	0
CCND2	16267.436220101163	3.984286597689647	0.09067676490601681	43.93944360299153	0	0
PDIA4	2849.779393744957	2.7606977017754457	0.040511352775067615	68.14627290043236	0	0
VPS4A	6476.07509097997	-1.141258770205606	0.025407582498211092	-44.91803855348931	0	0
ITGB2	1345.5682624646424	4.036383488481643	0.1020489148797007	39.553418997545364	0	0
BSCL2	12809.176159031515	-2.3808637406543025	0.06021315131605088	-39.54059351847345	0	0
ENTPD6	8561.533942158132	-1.7183462673562253	0.031865280194015064	-53.92534623558606	0	0
TAOK1	7686.45494622578	1.5027743564604152	0.02398326263291682	62.65929617090005	0	0
ALS2CL	2587.773081459404	-3.8768185813452796	0.062051424205482916	-62.47751169267636	0	0
RAPGEFL1	5103.00839046698	-3.3027424579410103	0.04696334047393696	-70.32596967359933	0	0
PCBP1	4626.438529074737	1.9495911453811652	0.030542282464476038	63.832529466281684	0	0
CBX5	11763.88554817542	1.8950114962938165	0.028460503286263362	66.5839067297329	0	0
SPTBN2	18205.9537064776	-2.1655993834791194	0.05707209057540554	-37.9449808416928	0	0
ANO6	1653.2891866246323	2.9984544397743513	0.06769508556494078	44.29353201567188	0	0
SGSM3	6318.211690310923	-1.7177681715980166	0.032979379222097725	-52.08612812357098	0	0
ZEB1	6312.824965944477	2.3155779252267226	0.04154731810363552	55.73351135326596	0	0
CDIPT	6831.0096659540295	-1.4366085737002934	0.03582939606134464	-40.09580767815987	0	0
MPHOSPH8	5245.201906860196	-1.2759761827230771	0.03089011710677998	-41.30693898997932	0	0
BMPR2	5472.166230607306	1.1679974101348691	0.030047180328561775	38.87211370128506	0	0
SSBP3	8347.333637342099	-1.7767587057922707	0.032960845349667665	-53.90513158699024	0	0
RPL39	3636.1023755022784	2.746219773189768	0.03406931323551691	80.60684270931715	0	0
DDX21	1935.270630122285	1.616351341702938	0.03318896696868184	48.70146585846369	0	0
FLYWCH1	7773.818925456399	-1.7659956327370132	0.042532808956535766	-41.520785390442526	0	0
POSTN	2769.1426552490516	8.024769330192923	0.17578515153566376	45.65100783591973	0	0
CAMTA2	9853.818560941494	-2.148266844775288	0.03387346153156649	-63.420351733858965	0	0
VDAC3	5663.619576006749	-1.3001913453947271	0.027534240770263816	-47.22088966400324	0	0
STMN3	20186.719281237336	-2.094903924945291	0.04641321604718282	-45.13593548043838	0	0
PPP6R2	7290.065830970786	-1.335952544593891	0.03051033875778916	-43.786880086764945	0	0
CAMK2B	27521.720696479813	-3.8092857271457365	0.06981147824699886	-54.565321101899094	0	0
GOT1	7231.423204937324	-2.7267731638453525	0.0455973382323092	-59.8011478203617	0	0
FKBP10	2860.6280472629587	3.079360490809903	0.07376760476762882	41.74407587870073	0	0
PEAK1	4956.18499551054	1.6610221677484465	0.03423727748158085	48.51501900646311	0	0
RDX	4360.120446576284	1.803801533820859	0.040735333911979844	44.28100522554891	0	0
MAPRE1	3208.162637998718	2.028327870868512	0.05315733570077563	38.157064196859594	0	0
CDK9	5901.799846389554	-1.4459180097527204	0.024832717176177684	-58.2263309928809	0	0
NCSTN	3493.956017667573	1.049187167473712	0.024594379970253766	42.65963072631534	0	0
PDIA6	3253.6181339793343	2.6577792726438316	0.03976676929172786	66.83417637340465	0	0
PRRX1	1681.109555577095	2.719129761141542	0.07168307897510999	37.9326585857966	0	0
SYNGR1	29402.919060541582	-3.450006684331714	0.04585728922342988	-75.23355049449808	0	0
CYFIP2	16999.42048601913	-1.6572815282310307	0.03800679069446018	-43.604879495194886	0	0
CORO6	3723.9065990913873	-4.081623918696448	0.07487769391520813	-54.51054520079771	0	0
PPIB	3704.770032669049	3.0640545483425043	0.032573090617492466	94.06705014037077	0	0
BZW1	4032.6847767660724	1.8934853529975386	0.03125330931860952	60.58511544152154	0	0
PARP6	5619.82641398353	-1.3196492003940548	0.030768678447762873	-42.88936889618032	0	0
PLXDC2	2026.703667597496	2.9776905709513675	0.07463008903904801	39.89933027405847	0	0
SZRD1	2992.524570046936	1.5908810966451623	0.03288299556558078	48.38005386316951	0	0
DLG4	20364.821100049317	-2.641547566763169	0.040184831440666584	-65.7349420679653	0	0
CCND1	4058.7861820254634	3.952055833107517	0.07680614888324233	51.45494065996299	0	0
SLC39A13	4645.698835981274	-1.6220397320036237	0.037896718513086916	-42.80158799088325	0	0
OTUD5	5764.2802675443745	-1.0299709241727604	0.022625021431541232	-45.52353363682971	0	0
TBC1D17	5183.833175909512	-1.4887609271534665	0.02982833006566143	-49.910971344230155	0	0
PPP3CA	12404.687843160918	-2.0062418981391015	0.03795989710870115	-52.85161580902261	0	0
ACTR1B	6937.9132325514875	-1.7161732879700056	0.030041795021414505	-57.1261899212972	0	0
SMARCA5	4982.512351317682	1.2831897213238055	0.031722676083758665	40.45023559600545	0	0
CLSTN3	16814.887339622284	-2.606469471216831	0.05280974342004436	-49.35584425179246	0	0
ODC1	8214.825439686154	3.9469918844353864	0.09363409856788471	42.15336020535102	0	0
