Gene_symbol	current_dataset	previous_dataset
RNU6-462P	NA	TARGET
RNU6-755P	NA	TARGET
SNORD75	NA	TARGET
MIR4762	NA	TARGET
MIR329-2	NA	TARGET
MIR502	NA	TARGET
RNA5SP509	NA	TARGET
MIR4446	NA	TARGET
RNU6-1183P	NA	TARGET
MIR1537	NA	TARGET
MIR4300	NA	TARGET
RNU6-631P	NA	TARGET
MIR7976	NA	TARGET
MIR15A	NA	TARGET
SNORD114-20	NA	TARGET
MIR516A2	NA	TARGET
MIR7855	NA	TARGET
MIR548AZ	NA	TARGET
RNU7-176P	NA	TARGET
RNU7-26P	NA	TARGET
RNA5SP287	NA	TARGET
RNU6-356P	NA	TARGET
MIR4771-2	NA	TARGET
MIR4509-1	NA	TARGET
MIR4437	NA	TARGET
IGHD5-18	NA	TARGET
MIR4470	NA	TARGET
RNA5SP148	NA	TARGET
SNORD114-23	NA	TARGET
SNORD114-4	NA	TARGET
RNU6-793P	NA	TARGET
RNU5E-3P	NA	TARGET
SNORD114-18	NA	TARGET
snosnR66	NA	TARGET
RNU7-106P	NA	TARGET
RNU6-66P	NA	TARGET
MIR3179-4	NA	TARGET
MIR4774	NA	TARGET
RNU6-205P	NA	TARGET
MIR1246	NA	TARGET
MIR625	NA	TARGET
MIR548T	NA	TARGET
MIR4434	NA	TARGET
RNU6-471P	NA	TARGET
RNU7-196P	NA	TARGET
MIR4650-2	NA	TARGET
MIR4491	NA	TARGET
MIR6504	NA	TARGET
RNU7-119P	NA	TARGET
MIR516B1	NA	TARGET
RNU6-794P	NA	TARGET
MIR4671	NA	TARGET
MIR3672	NA	TARGET
RNU6-253P	NA	TARGET
MIR320B1	NA	TARGET
USP9YP12	NA	TARGET
RNA5SP116	NA	TARGET
MIR320C2	NA	TARGET
RNU7-55P	NA	TARGET
RNU6-1179P	NA	TARGET
MIR513A1	NA	TARGET
MIR5692A1	NA	TARGET
RNU6-1213P	NA	TARGET
RNA5SP342	NA	TARGET
RNU7-107P	NA	TARGET
RNU6-1130P	NA	TARGET
RNU7-149P	NA	TARGET
RNU6-1059P	NA	TARGET
RNU6-77P	NA	TARGET
MIR6844	NA	TARGET
MIR517A	NA	TARGET
MIR4421	NA	TARGET
RNU6-284P	NA	TARGET
MIR6086	NA	TARGET
RNU6-1041P	NA	TARGET
RNU6-276P	NA	TARGET
RNU6-1023P	NA	TARGET
MIR4290	NA	TARGET
IGHD4-11	NA	TARGET
RNU6-214P	NA	TARGET
RNU7-174P	NA	TARGET
RNA5SP147	NA	TARGET
RNU6-622P	NA	TARGET
MIR548F5	NA	TARGET
MIR4524B	NA	TARGET
MIR4735	NA	TARGET
MIRLET7A2	NA	TARGET
MIR4480	NA	TARGET
MIR4307	NA	TARGET
MIR4317	NA	TARGET
SNORD36	NA	TARGET
MIR329-1	NA	TARGET
RN7SKP223	NA	TARGET
RNU7-74P	NA	TARGET
MIR4501	NA	TARGET
MIR4330	NA	TARGET
MIR3152	NA	TARGET
MIR518A2	NA	TARGET
RNU7-85P	NA	TARGET
RNU6-830P	NA	TARGET
RNU6-706P	NA	TARGET
MIR4666B	NA	TARGET
MIR4705	NA	TARGET
RNY4P29	NA	TARGET
RNA5SP94	NA	TARGET
RNU6-982P	NA	TARGET
MIR4474	NA	TARGET
MIR4514	NA	TARGET
MIR3975	NA	TARGET
RNU6-231P	NA	TARGET
RNU7-38P	NA	TARGET
MIR4791	NA	TARGET
SNORD115-48	NA	TARGET
RNU6-627P	NA	TARGET
RNU6-1106P	NA	TARGET
RNU6-845P	NA	TARGET
RNU7-60P	NA	TARGET
MIR6508	NA	TARGET
RNU7-70P	NA	TARGET
RNU7-173P	NA	TARGET
SNORD114-15	NA	TARGET
MIR4293	NA	TARGET
MIR888	NA	TARGET
MIR4703	NA	TARGET
MIR4765	NA	TARGET
MIR147A	NA	TARGET
MIR4276	NA	TARGET
RNU6-837P	NA	TARGET
MIR8057	NA	TARGET
MIR4430	NA	TARGET
MIR761	NA	TARGET
MIR5591	NA	TARGET
RNU6-832P	NA	TARGET
IGHD4OR15-4B	NA	TARGET
RNU6-219P	NA	TARGET
RNA5SP153	NA	TARGET
SNORD58	NA	TARGET
RNU7-6P	NA	TARGET
DEFB105B	NA	TARGET
SNORD114-29	NA	TARGET
RNU7-116P	NA	TARGET
RNU6-1232P	NA	TARGET
MIR3929	NA	TARGET
MIR5701-3	NA	TARGET
MIR3118-1	NA	TARGET
MIR3924	NA	TARGET
MIR148A	NA	TARGET
MIR5693	NA	TARGET
MIR4328	NA	TARGET
MIR4431	NA	TARGET
RNU6-1192P	NA	TARGET
RNU6-804P	NA	TARGET
MIR3927	NA	TARGET
MIR548A2	NA	TARGET
RNU6-394P	NA	TARGET
RNU6-475P	NA	TARGET
RNA5SP487	NA	TARGET
MIR548AD	NA	TARGET
RNU7-129P	NA	TARGET
RNY1P8	NA	TARGET
RNU6-546P	NA	TARGET
RNA5SP455	NA	TARGET
RNU7-180P	NA	TARGET
RNU7-73P	NA	TARGET
IGHD3OR15-3A	NA	TARGET
MIR1252	NA	TARGET
MIR516A1	NA	TARGET
RNU4-10P	NA	TARGET
RNU6-113P	NA	TARGET
MIR4302	NA	TARGET
RNU6-778P	NA	TARGET
MIR548AJ1	NA	TARGET
MIR4490	NA	TARGET
MIR892B	NA	TARGET
MIR3689C	NA	TARGET
RNU6-996P	NA	TARGET
MIR4778	NA	TARGET
MIR517C	NA	TARGET
MIR6082	NA	TARGET
RNU5F-8P	NA	TARGET
MIR4278	NA	TARGET
SNORD114-5	NA	TARGET
MIR520G	NA	TARGET
MIR362	NA	TARGET
RNY4P30	NA	TARGET
MIR4303	NA	TARGET
SNORD95	NA	TARGET
RNU7-80P	NA	TARGET
MIR7151	NA	TARGET
MIR548AI	NA	TARGET
RNU6-889P	NA	TARGET
MIR509-1	NA	TARGET
AL355301.1	NA	TARGET
MIR1251	NA	TARGET
SNORD109B	NA	TARGET
MIR4660	NA	TARGET
RNU6-102P	NA	TARGET
MIR500B	NA	TARGET
MIR4436B1	NA	TARGET
RNU7-194P	NA	TARGET
MIR384	NA	TARGET
MIR4789	NA	TARGET
MIR509-3	NA	TARGET
RNU6-983P	NA	TARGET
RNA5SP182	NA	TARGET
RNU7-190P	NA	TARGET
MIR520H	NA	TARGET
RNU4ATAC7P	NA	TARGET
MIR4262	NA	TARGET
RNU7-156P	NA	TARGET
RNU6-232P	NA	TARGET
RNU7-8P	NA	TARGET
MIR4427	NA	TARGET
MIR4454	NA	TARGET
MIR4436B2	NA	TARGET
MIR892A	NA	TARGET
RNU7-9P	NA	TARGET
RNU7-93P	NA	TARGET
MIR4509-2	NA	TARGET
RNU6-1103P	NA	TARGET
MIR4283-2	NA	TARGET
MIR1206	NA	TARGET
MIR3169	NA	TARGET
RNU6-488P	NA	TARGET
RNU6-75P	NA	TARGET
RNU6-217P	NA	TARGET
MIR466	NA	TARGET
MIR4675	NA	TARGET
RNU6-578P	NA	TARGET
MIR5586	NA	TARGET
RNU7-56P	NA	TARGET
MIR583	NA	TARGET
MIR548AJ2	NA	TARGET
RNU7-136P	NA	TARGET
MIR513B	NA	TARGET
RNU6-348P	NA	TARGET
MIR6134	NA	TARGET
RNU6-129P	NA	TARGET
RPS29P28	NA	TARGET
RNU11-5P	NA	TARGET
MIR521-1	NA	TARGET
RNU6-1211P	NA	TARGET
MIR759	NA	TARGET
MIR7978	NA	TARGET
MIR5701-1	NA	TARGET
CYP3A54P	NA	TARGET
RNA5SP518	NA	TARGET
MIR4476	NA	TARGET
RNU7-34P	NA	TARGET
MIR4711	NA	TARGET
MIR1254-2	NA	TARGET
RNU6-303P	NA	TARGET
MIR514A1	NA	TARGET
MIR518F	NA	TARGET
RNU7-183P	NA	TARGET
MIR7702	NA	TARGET
MIR1827	NA	TARGET
MIR5096	NA	TARGET
MIR1302-7	NA	TARGET
MIR4799	NA	TARGET
MIR5689	NA	TARGET
MIR30A	NA	TARGET
SNORD115-36	NA	TARGET
MIR3118-4	NA	TARGET
RNA5SP102	NA	TARGET
RNU4-66P	NA	TARGET
MIR4435-2	NA	TARGET
MIR548AX	NA	TARGET
RNA5SP189	NA	TARGET
SNORD115-9	NA	TARGET
RNA5SP167	NA	TARGET
MIR3974	NA	TARGET
MIR378G	NA	TARGET
MIR3683	NA	TARGET
MIR4438	NA	TARGET
RNA5SP173	NA	TARGET
MIR518A1	NA	TARGET
MIR374A	NA	TARGET
RNU7-182P	NA	TARGET
RNU7-127P	NA	TARGET
RNU6-1044P	NA	TARGET
MIR5580	NA	TARGET
MIR4533	NA	TARGET
MIR302B	NA	TARGET
RNU7-87P	NA	TARGET
RNU6-978P	NA	TARGET
MIR5590	NA	TARGET
MIR4275	NA	TARGET
MIR4459	NA	TARGET
RNU6-480P	NA	TARGET
MIR3687-2	NA	TARGET
MIR6507	NA	TARGET
RNU6-334P	NA	TARGET
RNU6-259P	NA	TARGET
MIR4272	NA	TARGET
SNORD78	NA	TARGET
RNU6-906P	NA	TARGET
RNU6-274P	NA	TARGET
MIR4540	NA	TARGET
RNU6-641P	NA	TARGET
RNU6-715P	NA	TARGET
RNU6-382P	NA	TARGET
MIR3692	NA	TARGET
MIR376A1	NA	TARGET
MIR3681	NA	TARGET
RNU6ATAC37P	NA	TARGET
TRAPPC2P3	NA	TARGET
RNU7-126P	NA	TARGET
RNU6-400P	NA	TARGET
MIR3144	NA	TARGET
RNU6-692P	NA	TARGET
MIR448	NA	TARGET
RNU6-278P	NA	TARGET
RNA5SP291	NA	TARGET
RNU6-1230P	NA	TARGET
RNU6-635P	NA	TARGET
RNU7-37P	NA	TARGET
RNU7-53P	NA	TARGET
MIR4527	NA	TARGET
RNU6-543P	NA	TARGET
RNU6-1015P	NA	TARGET
MIR1269B	NA	TARGET
RNU7-192P	NA	TARGET
RNU7-185P	NA	TARGET
MIR1321	NA	TARGET
RNU6-533P	NA	TARGET
RNU6-309P	NA	TARGET
MIR378D1	NA	TARGET
TTTY17C	NA	TARGET
TSPY24P	NA	TARGET
MIR1205	NA	TARGET
RNU6-1087P	NA	TARGET
MIR921	NA	TARGET
MIR676	NA	TARGET
MIR891B	NA	TARGET
MIR510	NA	TARGET
MIR4719	NA	TARGET
RNU6-168P	NA	TARGET
MIR4280	NA	TARGET
RNA5SP208	NA	TARGET
MIR876	NA	TARGET
MIR1258	NA	TARGET
RNU7-133P	NA	TARGET
RNU6-632P	NA	TARGET
SNORD114-9	NA	TARGET
RNU2-55P	NA	TARGET
RNU6-449P	NA	TARGET
IGHD2OR15-2B	NA	TARGET
RNU6-1325P	NA	TARGET
RNU7-197P	NA	TARGET
RNU6-931P	NA	TARGET
AC004866.1	NA	TARGET
MIR941-4	NA	TARGET
RNU6-412P	NA	TARGET
MIR5708	NA	TARGET
MIR6130	NA	TARGET
RNU6-289P	NA	TARGET
MIR1322	NA	TARGET
MIR519B	NA	TARGET
SNORD115-29	NA	TARGET
MIR4643	NA	TARGET
MIR4528	NA	TARGET
MIR4760	NA	TARGET
MIR7852	NA	TARGET
RNA5SP471	NA	TARGET
MIR8068	NA	TARGET
RNU6-478P	NA	TARGET
AC017019.1	NA	TARGET
MIR548AS	NA	TARGET
MIR4529	NA	TARGET
RNU6-985P	NA	TARGET
MIR3142	NA	TARGET
PNPLA4P1	NA	TARGET
RNU6-772P	NA	TARGET
MIR1255B1	NA	TARGET
MTND1P12	NA	TARGET
RNU7-159P	NA	TARGET
MIR548AG2	NA	TARGET
RNU6-867P	NA	TARGET
MIR488	NA	TARGET
MIR4318	NA	TARGET
MIR548W	NA	TARGET
MIR1297	NA	TARGET
RN7SKP298	NA	TARGET
RNU6-458P	NA	TARGET
RNU7-147P	NA	TARGET
RNU7-157P	NA	TARGET
RNU5B-6P	NA	TARGET
IGHD1OR15-1B	NA	TARGET
RNU6-332P	NA	TARGET
RNU6-133P	NA	TARGET
RNU6-417P	NA	TARGET
MIR8084	NA	TARGET
MIR7977	NA	TARGET
MIR4510	NA	TARGET
MIR1912	NA	TARGET
RNU6-749P	NA	TARGET
RNU6-261P	NA	TARGET
RNU6-679P	NA	TARGET
RNU7-69P	NA	TARGET
MIR361	NA	TARGET
RNU6-1314P	NA	TARGET
IGHD5OR15-5A	NA	TARGET
MIR515-2	NA	TARGET
RNU6-138P	NA	TARGET
MIR873	NA	TARGET
AC137675.1	NA	TARGET
MIR3686	NA	TARGET
RNU6-99P	NA	TARGET
RNU6-209P	NA	TARGET
RNU6-655P	NA	TARGET
RNU6-1129P	NA	TARGET
RNU7-14P	NA	TARGET
MIR4264	NA	TARGET
MIR941-1	NA	TARGET
RNU7-51P	NA	TARGET
RNU6-280P	NA	TARGET
RNU7-65P	NA	TARGET
MIR5692A2	NA	TARGET
RNU7-130P	NA	TARGET
ZYXP1	NA	TARGET
RNA5SP406	NA	TARGET
RNA5SP517	NA	TARGET
MIR548X	NA	TARGET
MIR548F4	NA	TARGET
MIR4503	NA	TARGET
MIR2052	NA	TARGET
RNU6-472P	NA	TARGET
MIR3910-1	NA	TARGET
RBMY2UP	NA	TARGET
RNU7-120P	NA	TARGET
MIR548AE1	NA	TARGET
MIR4661	NA	TARGET
RNA5SP409	NA	TARGET
MIR514A2	NA	TARGET
MIR941-5	NA	TARGET
MIR3923	NA	TARGET
MIR3118-2	NA	TARGET
MIR4495	NA	TARGET
MIR891A	NA	TARGET
MIR548M	NA	TARGET
RNU6-544P	NA	TARGET
MIR1302-6	NA	TARGET
MIR31	NA	TARGET
MIR764	NA	TARGET
MIR3156-1	NA	TARGET
RNU6-67P	NA	TARGET
MIR4693	NA	TARGET
RNU6-374P	NA	TARGET
MIR7157	NA	TARGET
RNA5SP50	NA	TARGET
MIR105-1	NA	TARGET
MIR3670-4	NA	TARGET
MIR514A3	NA	TARGET
MIR4487	NA	TARGET
MIR6072	NA	TARGET
MIR4718	NA	TARGET
MIR105-2	NA	TARGET
RNU7-148P	NA	TARGET
RNU6-573P	NA	TARGET
RNU6-1236P	NA	TARGET
HSFY7P	NA	TARGET
RNU6-555P	NA	TARGET
MIR1264	NA	TARGET
MIR924	NA	TARGET
MIR302F	NA	TARGET
SNORA108	NA	TARGET
MIR3687-1	NA	TARGET
RNU6-974P	NA	TARGET
RNA5SP347	NA	TARGET
MIR548I4	NA	TARGET
RNU7-152P	NA	TARGET
MIR504	NA	TARGET
MIR1263	NA	TARGET
RNU7-99P	NA	TARGET
MIR4704	NA	TARGET
MIR30D	NA	TARGET
SNORD115-46	NA	TARGET
AC006335.2	NA	TARGET
MIR3668	NA	TARGET
MIR548AB	NA	TARGET
RNU7-2P	NA	TARGET
RNU7-155P	NA	TARGET
MIR2053	NA	TARGET
MIR5579	NA	TARGET
snoZ40	NA	TARGET
MIR4535	NA	TARGET
RNA5SP253	NA	TARGET
MIR320D2	NA	TARGET
MIR3670-3	NA	TARGET
RNU6-54P	NA	TARGET
RNU7-153P	NA	TARGET
MIR297	NA	TARGET
USP9YP33	NA	TARGET
MIR3201	NA	TARGET
TSPY21P	NA	TARGET
UBE2Q2P5Y	NA	TARGET
MIR3156-2	NA	TARGET
MIR548AV	NA	TARGET
MIR5007	NA	TARGET
MIR5011	NA	TARGET
MIR3123	NA	TARGET
MIR4699	NA	TARGET
RNU7-66P	NA	TARGET
MIR892C	NA	TARGET
MIR515-1	NA	TARGET
MIR383	NA	TARGET
RNU4-37P	NA	TARGET
MIR890	NA	TARGET
MIR3171	NA	TARGET
MIR548F1	NA	TARGET
RNU6-184P	NA	TARGET
RNU6-712P	NA	TARGET
AC007322.1	NA	TARGET
USP9YP19	NA	TARGET
TTTY17A	NA	TARGET
UBE2Q2P4Y	NA	TARGET
ELOCP35	NA	TARGET
ZNF736P3Y	NA	TARGET
USP9YP29	NA	TARGET
USP9YP11	NA	TARGET
USP9YP24	NA	TARGET
OFD1P13Y	NA	TARGET
USP9YP25	NA	TARGET
DUX4L7	NA	TARGET
TSPY23P	NA	TARGET
USP9YP18	NA	TARGET
CDY17P	NA	TARGET
TRIM60P11Y	NA	TARGET
DUX4L29	NA	TARGET
USP9YP17	NA	TARGET
DUX4L21	NA	TARGET
REXO1L4P	NA	TARGET
MIR3116-1	NA	TARGET
MIR1295A	NA	TARGET
MIR664A	NA	TARGET
RNA5SP162	NA	TARGET
MIR4433B	NA	TARGET
MIR4445	NA	TARGET
RNU7-82P	NA	TARGET
USP17L19	NA	TARGET
USP17L24	NA	TARGET
USP17L25	NA	TARGET
USP17L26	NA	TARGET
USP17L27	NA	TARGET
USP17L28	NA	TARGET
USP17L29	NA	TARGET
USP17L30	NA	TARGET
RNA5SP157	NA	TARGET
MIR548AG1	NA	TARGET
MIR2054	NA	TARGET
MIR3688-1	NA	TARGET
DUX4L6	NA	TARGET
DUX4L5	NA	TARGET
DUX4L1	NA	TARGET
DUX4L3	NA	TARGET
DUX4L2	NA	TARGET
SNORD29	NA	TARGET
MIR548AE2	NA	TARGET
MIR103A1	NA	TARGET
MIR6838	NA	TARGET
MIR3914-1	NA	TARGET
MIR4659A	NA	TARGET
RNA5SP254	NA	TARGET
MIR3926-1	NA	TARGET
MIR486-1	NA	TARGET
MIR5681A	NA	TARGET
REXO1L10P	NA	TARGET
MIR4662B	NA	TARGET
MIR101-2	NA	TARGET
MIR4665	NA	TARGET
SNORD36C	NA	TARGET
MIR3155A	NA	TARGET
MIR7162	NA	TARGET
SNORD98	NA	TARGET
MIR6715A	NA	TARGET
DUX4L24	NA	TARGET
DUX4L23	NA	TARGET
DUX4L22	NA	TARGET
DUX4L20	NA	TARGET
MIR3160-1	NA	TARGET
RNU7-88P	NA	TARGET
TRDD1	NA	TARGET
TRDD2	NA	TARGET
IGHD5-5	NA	TARGET
IGHD4OR15-4A	NA	TARGET
IGHD2OR15-2A	NA	TARGET
IGHD1OR15-1A	NA	TARGET
MIR5701-2	NA	TARGET
MIR7973-2	NA	TARGET
MIR7973-1	NA	TARGET
SNORD18B	NA	TARGET
MIR4520-1	NA	TARGET
RNY4P13	NA	TARGET
MIR3065	NA	TARGET
MIR5583-2	NA	TARGET
MIR5583-1	NA	TARGET
MIR3190	NA	TARGET
MIR512-1	NA	TARGET
MIR520B	NA	TARGET
MIR517B	NA	TARGET
MIR103A2	NA	TARGET
MIR8062	NA	TARGET
MIR941-2	NA	TARGET
MIR941-3	NA	TARGET
MIR3156-3	NA	TARGET
SNORD43	NA	TARGET
MIR4770	NA	TARGET
MIR374B	NA	TARGET
CT47A11	NA	TARGET
CT47A10	NA	TARGET
CT47A9	NA	TARGET
CT47A8	NA	TARGET
CT47A5	NA	TARGET
CT47A4	NA	TARGET
CT47A3	NA	TARGET
CT47A2	NA	TARGET
MIR718	NA	TARGET
RNU6-109P	NA	TARGET
TRAPPC2P9	NA	TARGET
TTTY17B	NA	TARGET
TRAPPC2P5	NA	TARGET
IGKJ1	NA	PBTA
IGKJ2	NA	PBTA
IGKJ4	NA	PBTA
IGKJ5	NA	PBTA
IGKJ3	NA	PBTA
IGHJ4	NA	PBTA
MT-TS1	NA	PBTA
IGHJ6	NA	PBTA
IGHJ3	NA	PBTA
IGHJ5	NA	PBTA
MT-TE	NA	PBTA
MT-TL1	NA	PBTA
IGHJ2	NA	PBTA
MT-TY	NA	PBTA
MT-TI	NA	PBTA
IGHJ1	NA	PBTA
MT-TL2	NA	PBTA
MT-TV	NA	PBTA
MT-TM	NA	PBTA
MT-TP	NA	PBTA
HLA-S	NA	PBTA
MT-TD	NA	PBTA
MT-TC	NA	PBTA
MT-TT	NA	PBTA
MT-TH	NA	PBTA
MIR145	NA	PBTA
MT-TF	NA	PBTA
IGHD3-10	NA	PBTA
MT-TA	NA	PBTA
MT-TN	NA	PBTA
MT-TK	NA	PBTA
MT-TG	NA	PBTA
IGHD3-3	NA	PBTA
MT-TR	NA	PBTA
MIR324	NA	PBTA
IGHD3-22	NA	PBTA
MIR6883	NA	PBTA
TRBJ2-1	NA	PBTA
MT-TS2	NA	PBTA
TRGJP2	NA	PBTA
TRBJ2-7	NA	PBTA
TRGJP	NA	PBTA
MT-TQ	NA	PBTA
IGHD2-15	NA	PBTA
TRBJ2-3	NA	PBTA
MIR631	NA	PBTA
IGHD3-9	NA	PBTA
RNU6-776P	NA	PBTA
MT-TW	NA	PBTA
IGHD2-2	NA	PBTA
TRGJP1	NA	PBTA
TRBJ2-5	NA	PBTA
IGHD2-21	NA	PBTA
IGHD3-16	NA	PBTA
MIR3064	NA	PBTA
RNU6-882P	NA	PBTA
TRBJ2-2	NA	PBTA
TRGJ1	NA	PBTA
SNORD19B	NA	PBTA
MIR4668	NA	PBTA
RNU6-415P	NA	PBTA
IGHD4-17	NA	PBTA
MIR186	NA	PBTA
SNORD102	NA	PBTA
IGLJ6	NA	PBTA
IGLJ7	NA	PBTA
MIR429	NA	PBTA
MIR6785	NA	PBTA
MIR8083	NA	PBTA
RNU6-1022P	NA	PBTA
MIR4737	NA	PBTA
SNORD19	NA	PBTA
MIR3164	NA	PBTA
IGHD6-19	NA	PBTA
RNU6-595P	NA	PBTA
MIR3125	NA	PBTA
MIR3682	NA	PBTA
RNA5SP219	NA	PBTA
MIR4742	NA	PBTA
RNU6-1098P	NA	PBTA
IGHD5-12	NA	PBTA
MIR200B	NA	PBTA
TRDJ1	NA	PBTA
MIR6787	NA	PBTA
RNU6-167P	NA	PBTA
MIR3671	NA	PBTA
SNORD73A	NA	PBTA
MIR1539	NA	PBTA
MIR6821	NA	PBTA
IGHD2-8	NA	PBTA
MIR93	NA	PBTA
SNORD72	NA	PBTA
MIR200A	NA	PBTA
RNU5B-4P	NA	PBTA
ZNRD1-AS1_2	NA	PBTA
SNORD100	NA	PBTA
MIR567	NA	PBTA
IGHD6-13	NA	PBTA
TRBJ2-4	NA	PBTA
TRBJ2-6	NA	PBTA
MIR5685	NA	PBTA
IGHD4-23	NA	PBTA
AC004869.2	NA	PBTA
RNU6-282P	NA	PBTA
MIR6884	NA	PBTA
TRAJ4	NA	PBTA
SNORD49A	NA	PBTA
RNU2-38P	NA	PBTA
MIR224	NA	PBTA
TRAJ42	NA	PBTA
MIR27A	NA	PBTA
TRAJ6	NA	PBTA
MIR3613	NA	PBTA
SNORD26	NA	PBTA
MIR208B	NA	PBTA
TRAJ52	NA	PBTA
TRAJ37	NA	PBTA
TRAJ49	NA	PBTA
MIR4635	NA	PBTA
TRAJ45	NA	PBTA
SNORD28	NA	PBTA
MIR6503	NA	PBTA
MIR3131	NA	PBTA
TRAJ39	NA	PBTA
SNORD20	NA	PBTA
MTRNR2L2	NA	PBTA
SNORD104	NA	PBTA
MIR6762	NA	PBTA
IGHVIII-67-2	NA	PBTA
TRAJ33	NA	PBTA
IGHD1-26	NA	PBTA
TRAJ13	NA	PBTA
TRAJ20	NA	PBTA
TRAJ48	NA	PBTA
TRAJ22	NA	PBTA
MIR559	NA	PBTA
MIR7107	NA	PBTA
TRAJ34	NA	PBTA
TRAJ23	NA	PBTA
RNU6-584P	NA	PBTA
RNU6-509P	NA	PBTA
RNU6-483P	NA	PBTA
MIR3186	NA	PBTA
IGHVIII-5-1	NA	PBTA
SNORD54	NA	PBTA
TRAJ10	NA	PBTA
TRAJ9	NA	PBTA
SNORD117	NA	PBTA
TRAJ43	NA	PBTA
RNA5SP132	NA	PBTA
SNORD34	NA	PBTA
IGHD5-24	NA	PBTA
RNU6-460P	NA	PBTA
TRAJ40	NA	PBTA
RNU6-623P	NA	PBTA
MIR4269	NA	PBTA
TRAJ3	NA	PBTA
SNORD5	NA	PBTA
MIR4653	NA	PBTA
SNORD58C	NA	PBTA
TRAJ30	NA	PBTA
TRAJ47	NA	PBTA
TRAJ31	NA	PBTA
TRAJ53	NA	PBTA
MIR1238	NA	PBTA
TRAJ17	NA	PBTA
MIR149	NA	PBTA
IGHD6-6	NA	PBTA
TRAJ26	NA	PBTA
IGHJ2P	NA	PBTA
TRAJ57	NA	PBTA
MIR7111	NA	PBTA
TRAJ44	NA	PBTA
RNU6-644P	NA	PBTA
TRAJ29	NA	PBTA
TRAJ54	NA	PBTA
MIR3179-1	NA	PBTA
MIR4537	NA	PBTA
SNORD38A	NA	PBTA
TRAJ28	NA	PBTA
MIR4749	NA	PBTA
MIR26A2	NA	PBTA
MIR6834	NA	PBTA
TRAJ8	NA	PBTA
RNU6-1257P	NA	PBTA
TRAJ5	NA	PBTA
MIR3180-1	NA	PBTA
RNU6-824P	NA	PBTA
MIR8078	NA	PBTA
TRAJ27	NA	PBTA
IGLJ5	NA	PBTA
TRAJ36	NA	PBTA
SNORD114-2	NA	PBTA
RNU6-844P	NA	PBTA
TRAJ32	NA	PBTA
RNU6-969P	NA	PBTA
MIR3690	NA	PBTA
TRAJ21	NA	PBTA
IGHD1-1	NA	PBTA
SNORD115-45	NA	PBTA
SNORD59A	NA	PBTA
TRAJ18	NA	PBTA
MIR8085	NA	PBTA
MIR656	NA	PBTA
MIR6758	NA	PBTA
RNU6-1091P	NA	PBTA
MIR6819	NA	PBTA
MIR1234	NA	PBTA
TRAJ38	NA	PBTA
MIR4754	NA	PBTA
TRAJ41	NA	PBTA
IGHJ3P	NA	PBTA
MIR6721	NA	PBTA
TRAJ24	NA	PBTA
MIR6727	NA	PBTA
TRAJ16	NA	PBTA
RNY4P17	NA	PBTA
SNORD99	NA	PBTA
TRAJ58	NA	PBTA
RNY4P24	NA	PBTA
TRAJ11	NA	PBTA
RNU6-780P	NA	PBTA
SNORD69	NA	PBTA
MIR4506	NA	PBTA
RNU6-725P	NA	PBTA
MIR3138	NA	PBTA
MIR4420	NA	PBTA
MIR4746	NA	PBTA
RNU6-409P	NA	PBTA
MIR6071	NA	PBTA
MIR6845	NA	PBTA
TRAJ12	NA	PBTA
MIR6510	NA	PBTA
MIR6859-4	NA	PBTA
MIR4722	NA	PBTA
RNU6-911P	NA	PBTA
SNORD58A	NA	PBTA
MIR4786	NA	PBTA
RNU6-1043P	NA	PBTA
TRAJ35	NA	PBTA
MIR6757	NA	PBTA
IGHVIII-22-2	NA	PBTA
RNU6-1042P	NA	PBTA
RNU6-677P	NA	PBTA
MIR6850	NA	PBTA
RNA5SP124	NA	PBTA
MIR6726	NA	PBTA
RNU6-1333P	NA	PBTA
TRAJ7	NA	PBTA
RNU6-199P	NA	PBTA
MIR4677	NA	PBTA
MIR6772	NA	PBTA
MIR4538	NA	PBTA
MT1CP	NA	PBTA
MIR3149	NA	PBTA
MIR1909	NA	PBTA
MIR6756	NA	PBTA
SNORD27	NA	PBTA
RNU6-967P	NA	PBTA
RNA5SP247	NA	PBTA
RNU6-1215P	NA	PBTA
MIR150	NA	PBTA
SNORD30	NA	PBTA
RNU6-288P	NA	PBTA
AC062032.1	NA	PBTA
MIR548AR	NA	PBTA
MIR6867	NA	PBTA
MIR6751	NA	PBTA
MIR6848	NA	PBTA
MIR7108	NA	PBTA
SNORD2	NA	PBTA
RNU6-57P	NA	PBTA
TRAJ56	NA	PBTA
TRAJ50	NA	PBTA
MIR6895	NA	PBTA
RNU6-903P	NA	PBTA
TRBJ2-2P	NA	PBTA
RNU6-897P	NA	PBTA
IGHD6-25	NA	PBTA
MIR6875	NA	PBTA
SNORD50B	NA	PBTA
MIR4784	NA	PBTA
RNU6-308P	NA	PBTA
MIR6800	NA	PBTA
RNU6-1301P	NA	PBTA
MIR6088	NA	PBTA
MIR320C1	NA	PBTA
MIR6801	NA	PBTA
RNU6-160P	NA	PBTA
MIR7113	NA	PBTA
MIR6746	NA	PBTA
MIR7152	NA	PBTA
RNU6-1203P	NA	PBTA
MIR215	NA	PBTA
MIR4701	NA	PBTA
RNA5SP320	NA	PBTA
MIR331	NA	PBTA
MIR6730	NA	PBTA
MIR4723	NA	PBTA
RNU6-136P	NA	PBTA
RNU6-618P	NA	PBTA
RNA5SP258	NA	PBTA
