Gene_symbol	current_dataset	previous_dataset
RPS2P40	NA	All Cohorts
LOC101929006	NA	All Cohorts
LOC340268	NA	All Cohorts
CCDC151	NA	All Cohorts
LOC101928372	NA	All Cohorts
LOC101929106	NA	All Cohorts
LOC100128906	NA	All Cohorts
LOC100422622	NA	All Cohorts
LOC100130587	NA	All Cohorts
LOC100133077	NA	All Cohorts
LOC100287792	NA	All Cohorts
LOC400710	NA	All Cohorts
LOC284788	NA	All Cohorts
LOC100268168	NA	All Cohorts
LOC728877	NA	All Cohorts
LOC102724238	NA	All Cohorts
TTC25	NA	All Cohorts
LOC389602	NA	All Cohorts
LOC101927533	NA	All Cohorts
LOC100129697	NA	All Cohorts
LOC440040	NA	All Cohorts
LOC400553	NA	All Cohorts
LOC100133091	NA	All Cohorts
LOC107985433	NA	All Cohorts
RPS2P23	NA	All Cohorts
LOC100129554	NA	All Cohorts
LOC107984285	NA	All Cohorts
RPL31P5	NA	All Cohorts
LOC344967	NA	All Cohorts
LOC100128770	NA	All Cohorts
LOC100420864	NA	All Cohorts
LOC642484	NA	All Cohorts
LOC100652833	NA	All Cohorts
RPL18AP11	NA	All Cohorts
LOC107985122	NA	All Cohorts
LOC339803	NA	All Cohorts
LOC100129527	NA	All Cohorts
RPL17P8	NA	All Cohorts
LOC100422263	NA	All Cohorts
RPS17P6	NA	All Cohorts
RPL7AP37	NA	All Cohorts
LOC729141	NA	All Cohorts
LOC101929598	NA	All Cohorts
RPL8P4	NA	All Cohorts
LOC100130018	NA	All Cohorts
RPS17P12	NA	All Cohorts
LOC100422300	NA	All Cohorts
RPS10P15	NA	All Cohorts
RPL31P39	NA	All Cohorts
RPL28P5	NA	All Cohorts
RPS2P31	NA	All Cohorts
RPL31P37	NA	All Cohorts
RPL18AP13	NA	All Cohorts
RPS18P2	NA	All Cohorts
RPS4Y1P1	NA	All Cohorts
RPL36P12	NA	All Cohorts
LOC401703	NA	All Cohorts
RPL7AP39	NA	All Cohorts
LOC345471	NA	All Cohorts
RPL7AP17	NA	All Cohorts
LOC100421580	NA	All Cohorts
RPL31P51	NA	All Cohorts
LOC100418710	NA	All Cohorts
RPL36P7	NA	All Cohorts
RPS12P25	NA	All Cohorts
RPL7AP43	NA	All Cohorts
LOC100288416	NA	All Cohorts
RPL31P43	NA	All Cohorts
RPL31P4	NA	All Cohorts
RPL18P3	NA	All Cohorts
RPL21P58	NA	All Cohorts
RPL21P86	NA	All Cohorts
RPL18AP10	NA	All Cohorts
LOC100132723	NA	All Cohorts
RPS2P33	NA	All Cohorts
RPS10P31	NA	All Cohorts
VN1R103P	NA	All Cohorts
RPS5P5	NA	All Cohorts
RPL7AP41	NA	All Cohorts
RPL31P18	NA	All Cohorts
RPS2P21	NA	All Cohorts
RPL7AP62	NA	All Cohorts
RPL27P1	NA	All Cohorts
RPL31P8	NA	All Cohorts
RPS12P29	NA	All Cohorts
RPL13AP13	NA	All Cohorts
RPL31P10	NA	All Cohorts
LOC100130691	NA	All Cohorts
RPS15P7	NA	All Cohorts
BORCS8-MEF2B	NA	All Cohorts
LOC442445	NA	All Cohorts
RPS18P14	NA	All Cohorts
LOC220729	NA	All Cohorts
LOC100131685	NA	All Cohorts
LOC100420466	NA	All Cohorts
RPL10AP12	NA	All Cohorts
LOC100310782	NA	All Cohorts
LOC283922	NA	All Cohorts
LOC390877	NA	All Cohorts
RPS10P30	NA	All Cohorts
RPS15AP20	NA	All Cohorts
LOC645482	NA	All Cohorts
LOC105371730	NA	All Cohorts
GUCA1ANB	NA	All Cohorts
LOC101927588	NA	All Cohorts
RPL10AP7	NA	All Cohorts
LOC441204	NA	All Cohorts
LOC105377213	NA	All Cohorts
RPS15AP35	NA	All Cohorts
LOC152845	NA	All Cohorts
LOC107985075	NA	All Cohorts
LOC100130357	NA	All Cohorts
LOC153684	NA	All Cohorts
LOC441666	NA	All Cohorts
LOC652276	NA	All Cohorts
LOC100506688	NA	All Cohorts
GAGE4	NA	All Cohorts
LOC646506	NA	All Cohorts
LOC100419570	NA	All Cohorts
RPS2P54	NA	All Cohorts
LINC00548	NA	All Cohorts
LOC644669	NA	All Cohorts
LOC100131465	NA	All Cohorts
LOC100420880	NA	All Cohorts
LOC128136	NA	All Cohorts
LOC284685	NA	All Cohorts
LOC440700	NA	All Cohorts
LOC100129138	NA	All Cohorts
LOC441880	NA	All Cohorts
LOC100422564	NA	All Cohorts
RPL7AP36	NA	All Cohorts
RPL21P69	NA	All Cohorts
RPS18P10	NA	All Cohorts
RPL27AP7	NA	All Cohorts
LOC105378052	NA	All Cohorts
RPL7AP35	NA	All Cohorts
RPL31P27	NA	All Cohorts
RPL21P68	NA	All Cohorts
RPL6P17	NA	All Cohorts
LOC730101	NA	All Cohorts
LOC100506302	NA	All Cohorts
RPL31P32	NA	All Cohorts
RPL15P9	NA	All Cohorts
RPS18P8	NA	All Cohorts
LOC100421093	NA	All Cohorts
RPS10P13	NA	All Cohorts
LOC100129422	NA	All Cohorts
RPL21P63	NA	All Cohorts
LOC100131041	NA	All Cohorts
RPL34P16	NA	All Cohorts
RPS10P1	NA	All Cohorts
LOC646674	NA	All Cohorts
LOC100127917	NA	All Cohorts
RPL21P61	NA	All Cohorts
LOC442225	NA	All Cohorts
LOC100422453	NA	All Cohorts
LOC100421091	NA	All Cohorts
LOC100419073	NA	All Cohorts
RPL37AP4	NA	All Cohorts
RPL18AP4	NA	All Cohorts
LOC100131471	NA	All Cohorts
LOC100288175	NA	All Cohorts
LOC100132242	NA	All Cohorts
RPL19P9	NA	All Cohorts
LOC100533723	NA	All Cohorts
LOC100130449	NA	All Cohorts
RPL27AP6	NA	All Cohorts
RPS25P7	NA	All Cohorts
RPL6P18	NA	All Cohorts
LOC100128610	NA	All Cohorts
LOC100129844	NA	All Cohorts
LOC100420839	NA	All Cohorts
LOC100133102	NA	All Cohorts
LOC100422587	NA	All Cohorts
LOC100421246	NA	All Cohorts
RPS12P13	NA	All Cohorts
RPS15AP19	NA	All Cohorts
RPL21P19	NA	All Cohorts
LOC100420052	NA	All Cohorts
LOC100420214	NA	All Cohorts
LOC101928254	NA	All Cohorts
RPS2P29	NA	All Cohorts
LOC105378242	NA	All Cohorts
LOC100652960	NA	All Cohorts
RPS19P5	NA	All Cohorts
LOC100421511	NA	All Cohorts
LOC100127900	NA	All Cohorts
RPS3P5	NA	All Cohorts
LOC100129847	NA	All Cohorts
LOC102723968	NA	All Cohorts
RPS5P6	NA	All Cohorts
RPL21P64	NA	All Cohorts
GPR166P	NA	All Cohorts
RPS15AP21	NA	All Cohorts
RPS3P4	NA	All Cohorts
LOC100287856	NA	All Cohorts
LOC100132659	NA	All Cohorts
LOC100128655	NA	All Cohorts
LOC442155	NA	All Cohorts
RPL17P23	NA	All Cohorts
LOC100422671	NA	All Cohorts
RPS12P12	NA	All Cohorts
LOC100631243	NA	All Cohorts
LOC101928881	NA	All Cohorts
LOC105375614	NA	All Cohorts
LOC100420008	NA	All Cohorts
LOC645188	NA	All Cohorts
LOC101927993	NA	All Cohorts
RPS24P5	NA	All Cohorts
LOC100506100	NA	All Cohorts
LOC102724719	NA	All Cohorts
LOC102723883	NA	All Cohorts
LOC100505716	NA	All Cohorts
LOC646588	NA	All Cohorts
RPL34P7	NA	All Cohorts
RPL17P9	NA	All Cohorts
LOC100421787	NA	All Cohorts
LOC101928012	NA	All Cohorts
LOC643172	NA	All Cohorts
LOC100289350	NA	All Cohorts
RPL15P11	NA	All Cohorts
LOC391092	NA	All Cohorts
RPL6P28	NA	All Cohorts
HSP90AB5P	NA	All Cohorts
LOC100419642	NA	All Cohorts
LOC100420247	NA	All Cohorts
LOC101928516	NA	All Cohorts
LOC105375267	NA	All Cohorts
RPS10P6	NA	All Cohorts
LOC101929452	NA	All Cohorts
LOC100131785	NA	All Cohorts
LOC100418965	NA	All Cohorts
RPL18AP9	NA	All Cohorts
RPS21P5	NA	All Cohorts
LOC392027	NA	All Cohorts
LOC112268410	NA	All Cohorts
RPL36AP46	NA	All Cohorts
LOC347097	NA	All Cohorts
LOC101927420	NA	All Cohorts
LOC100129175	NA	All Cohorts
LOC401127	NA	All Cohorts
RPS14P1	NA	All Cohorts
LOC392787	NA	All Cohorts
LOC105376453	NA	All Cohorts
LOC100421692	NA	All Cohorts
LOC284930	NA	All Cohorts
LOC100421343	NA	All Cohorts
LOC317727	NA	All Cohorts
RPL9P17	NA	All Cohorts
LOC101927635	NA	All Cohorts
LOC100133316	NA	All Cohorts
LOC105378328	NA	All Cohorts
LOC101929331	NA	All Cohorts
RPL21P21	NA	All Cohorts
RPL36P6	NA	All Cohorts
LOC100533848	NA	All Cohorts
RPL18P5	NA	All Cohorts
RPL7AP40	NA	All Cohorts
LOC101929662	NA	All Cohorts
LOC107985246	NA	All Cohorts
RPL31P36	NA	All Cohorts
LOC100419154	NA	All Cohorts
LOC391636	NA	All Cohorts
RPL21P72	NA	All Cohorts
RPLP1P3	NA	All Cohorts
HSD52	NA	All Cohorts
LOC101928436	NA	All Cohorts
LOC149935	NA	All Cohorts
GAGE2E	NA	All Cohorts
LOC100144595	NA	All Cohorts
LOC339685	NA	All Cohorts
LOC102724153	NA	All Cohorts
SRRM1P1	NA	All Cohorts
LOC100419691	NA	All Cohorts
LOC442517	NA	All Cohorts
RPL37P17	NA	All Cohorts
LOC101928782	NA	All Cohorts
LOC728307	NA	All Cohorts
LOC100420057	NA	All Cohorts
LOC102723566	NA	All Cohorts
LOC102724929	NA	All Cohorts
LOC101927839	NA	All Cohorts
LOC101928253	NA	All Cohorts
LOC101930421	NA	All Cohorts
LINC00618	NA	All Cohorts
LOC102724849	NA	All Cohorts
LOC100131348	NA	All Cohorts
RPS8P1	NA	All Cohorts
LOC102723427	NA	All Cohorts
RPL21P27	NA	All Cohorts
RPS2P30	NA	All Cohorts
LOC100132669	NA	All Cohorts
LOC105377003	NA	All Cohorts
LOC100419812	NA	All Cohorts
LOC101928371	NA	All Cohorts
RPL36AP27	NA	All Cohorts
LOC392555	NA	All Cohorts
LOC100631258	NA	All Cohorts
LOC100421468	NA	All Cohorts
LOC105375589	NA	All Cohorts
RPL27P4	NA	All Cohorts
LOC100506474	NA	All Cohorts
RPL14P2	NA	All Cohorts
LOC105372988	NA	All Cohorts
LOC105375304	NA	All Cohorts
RPL36P8	NA	All Cohorts
RPL34P4	NA	All Cohorts
LOC100506937	NA	All Cohorts
LOC729254	NA	All Cohorts
RPS6P11	NA	All Cohorts
HCG23	NA	All Cohorts
LOC101060164	NA	All Cohorts
LOC105373100	NA	All Cohorts
LOC100419786	NA	All Cohorts
LOC101928118	NA	All Cohorts
LOC105377959	NA	All Cohorts
RPS10P10	NA	All Cohorts
RPL17P6	NA	All Cohorts
LOC101927769	NA	All Cohorts
LOC100421009	NA	All Cohorts
LOC105378933	NA	All Cohorts
LOC100129215	NA	All Cohorts
LOC100128601	NA	All Cohorts
LOC105378044	NA	All Cohorts
LOC100129144	NA	All Cohorts
LOC101929073	NA	All Cohorts
LOC105376291	NA	All Cohorts
RPS12P9	NA	All Cohorts
LOC100420170	NA	All Cohorts
LOC101928627	NA	All Cohorts
RPL36AP17	NA	All Cohorts
LOC101929551	NA	All Cohorts
LOC101928107	NA	All Cohorts
SUSD2P1	NA	All Cohorts
RPL36P10	NA	All Cohorts
RPL27P3	NA	All Cohorts
LOC646804	NA	All Cohorts
RPL36P17	NA	All Cohorts
RPL13AP16	NA	All Cohorts
LOC101929574	NA	All Cohorts
LOC100420647	NA	All Cohorts
LOC102725191	NA	All Cohorts
LOC101928525	NA	All Cohorts
LOC100505985	NA	All Cohorts
LOC100507564	NA	All Cohorts
LOC100506682	NA	All Cohorts
LINC00619	NA	All Cohorts
LOC100130137	NA	All Cohorts
LOC105375341	NA	All Cohorts
LOC100505774	NA	All Cohorts
RBMY2SP	NA	All Cohorts
LOC100132762	NA	All Cohorts
LOC105378591	NA	All Cohorts
RPL26P10	NA	All Cohorts
LOC285453	NA	All Cohorts
LOC107985640	NA	All Cohorts
LOC117779438	NA	All Cohorts
LOC105373757	NA	All Cohorts
LOC105375050	NA	All Cohorts
LOC644909	NA	All Cohorts
LOC101928222	NA	All Cohorts
LOC100422325	NA	All Cohorts
LOC100420050	NA	All Cohorts
RPL31P19	NA	All Cohorts
RPL21P20	NA	All Cohorts
RPL26P8	NA	All Cohorts
RPL21P82	NA	All Cohorts
RPL31P22	NA	All Cohorts
LOC101927575	NA	All Cohorts
LOC100506725	NA	All Cohorts
LOC107985222	NA	All Cohorts
LOC751837	NA	All Cohorts
LOC100132202	NA	All Cohorts
LOC101927468	NA	All Cohorts
LOC729867	NA	All Cohorts
HMGN1P23	NA	All Cohorts
RPL7AP19	NA	All Cohorts
LOC101927358	NA	All Cohorts
LOC101929626	NA	All Cohorts
LOC100420572	NA	All Cohorts
LOC100420226	NA	All Cohorts
RPL37P9	NA	All Cohorts
LOC100131425	NA	All Cohorts
LOC283038	NA	All Cohorts
RPL21P76	NA	All Cohorts
LOC100996583	NA	All Cohorts
LOC101927787	NA	All Cohorts
RPL21P87	NA	All Cohorts
LOC105371485	NA	All Cohorts
LOC338963	NA	All Cohorts
LOC101928733	NA	All Cohorts
LOC100421400	NA	All Cohorts
RPS3P3	NA	All Cohorts
RPL7AP12	NA	All Cohorts
LOC100502572	NA	All Cohorts
LINC01317	NA	All Cohorts
LOC105376199	NA	All Cohorts
RPL37AP6	NA	All Cohorts
LOC392436	NA	All Cohorts
LOC100996384	NA	All Cohorts
LOC112268032	NA	All Cohorts
RPS20P6	NA	All Cohorts
LOC107985820	NA	All Cohorts
LOC107985688	NA	All Cohorts
LOC105378663	NA	All Cohorts
RPL23AP21	NA	All Cohorts
LOC101927692	NA	All Cohorts
LOC100506405	NA	All Cohorts
LOC100419679	NA	All Cohorts
LOC112267871	NA	All Cohorts
LOC100287049	NA	All Cohorts
RPL18P2	NA	All Cohorts
LOC101928565	NA	All Cohorts
LOC100418874	NA	All Cohorts
LOC107985659	NA	All Cohorts
RPL21P84	NA	All Cohorts
LOC100507336	NA	All Cohorts
LOC102724330	NA	All Cohorts
LOC100131635	NA	All Cohorts
PSMD2P1	NA	All Cohorts
RPS11P2	NA	All Cohorts
RPS24P10	NA	All Cohorts
LOC389199	NA	All Cohorts
LOC650024	NA	All Cohorts
LOC100128362	NA	All Cohorts
RPS2P20	NA	All Cohorts
LOC100130861	NA	All Cohorts
LOC100506790	NA	All Cohorts
RPL6P3	NA	All Cohorts
LOC101927159	NA	All Cohorts
LOC100419693	NA	All Cohorts
LOC101928739	NA	All Cohorts
LOC100421387	NA	All Cohorts
GS1-124K5.11	NA	All Cohorts
LOC100128325	NA	All Cohorts
LOC101928994	NA	All Cohorts
LOC100129776	NA	All Cohorts
LOC101927827	NA	All Cohorts
LOC100420321	NA	All Cohorts
LOC102031319	NA	All Cohorts
LOC392440	NA	All Cohorts
LOC100419923	NA	All Cohorts
LOC100419859	NA	All Cohorts
LOC100130731	NA	All Cohorts
LOC101927745	NA	All Cohorts
LOC101927948	NA	All Cohorts
LOC100421273	NA	All Cohorts
RPL13AP11	NA	All Cohorts
RPL17P28	NA	All Cohorts
RPL37P7	NA	All Cohorts
LOC100421122	NA	All Cohorts
LOC101928009	NA	All Cohorts
LOC101929460	NA	All Cohorts
RPS8P7	NA	All Cohorts
LOC100506274	NA	All Cohorts
LOC100420323	NA	All Cohorts
RPL7AP21	NA	All Cohorts
LOC100420540	NA	All Cohorts
RPL21P62	NA	All Cohorts
LOC105372971	NA	All Cohorts
LOC645266	NA	All Cohorts
RPL19P2	NA	All Cohorts
LOC101927762	NA	All Cohorts
RPS10P8	NA	All Cohorts
LOC100419784	NA	All Cohorts
RPL26P22	NA	All Cohorts
RPL18AP5	NA	All Cohorts
LOC100287704	NA	All Cohorts
LOC101928626	NA	All Cohorts
RPL21P81	NA	All Cohorts
LOC100418885	NA	All Cohorts
RPS13P1	NA	All Cohorts
RPL21P83	NA	All Cohorts
LOC105375556	NA	All Cohorts
RPL34P35	NA	All Cohorts
LOC646216	NA	All Cohorts
LOC100133286	NA	All Cohorts
LOC643342	NA	All Cohorts
RPL26P32	NA	All Cohorts
LOC102724057	NA	All Cohorts
GOLGA6L17P	NA	All Cohorts
RPL6P19	NA	All Cohorts
LOC402279	NA	All Cohorts
LOC100505664	NA	All Cohorts
LOC101928336	NA	All Cohorts
LOC100419513	NA	All Cohorts
LINC00595	NA	All Cohorts
RPL34P11	NA	All Cohorts
LOC100286962	NA	All Cohorts
LOC648442	NA	All Cohorts
LOC107985557	NA	All Cohorts
LOC100418723	NA	All Cohorts
LOC442041	NA	All Cohorts
RPL26P12	NA	All Cohorts
LOC105375266	NA	All Cohorts
LOC284191	NA	All Cohorts
RPL17P5	NA	All Cohorts
LOC284798	NA	All Cohorts
LOC339666	NA	All Cohorts
RPLP0P4	NA	All Cohorts
LOC340512	NA	All Cohorts
LOC100421782	NA	All Cohorts
LOC101927354	NA	All Cohorts
RPL27P10	NA	All Cohorts
RPS16P6	NA	All Cohorts
RPS11P4	NA	All Cohorts
LOC107985432	NA	All Cohorts
LOC105375972	NA	All Cohorts
LOC101927551	NA	All Cohorts
LOC101060199	NA	All Cohorts
LOC100129276	NA	All Cohorts
LOC154449	NA	All Cohorts
LOC100421910	NA	All Cohorts
RPL18AP6	NA	All Cohorts
LOC647132	NA	All Cohorts
RPS18P4	NA	All Cohorts
LOC644456	NA	All Cohorts
LOC105373343	NA	All Cohorts
LOC101927377	NA	All Cohorts
LOC107987035	NA	All Cohorts
LOC101927884	NA	All Cohorts
RPL9P11	NA	All Cohorts
LOC102724593	NA	All Cohorts
LOC100422519	NA	All Cohorts
LOC101926964	NA	All Cohorts
RPL31P29	NA	All Cohorts
LOC643348	NA	All Cohorts
LOC100420166	NA	All Cohorts
LOC100131264	NA	All Cohorts
RPL31P34	NA	All Cohorts
LOC100420939	NA	All Cohorts
RPL34P5	NA	All Cohorts
LOC105375224	NA	All Cohorts
LOC440910	NA	All Cohorts
RPS16P4	NA	All Cohorts
IGHV4-30-2	NA	All Cohorts
LOC105376171	NA	All Cohorts
RPL37AP3	NA	All Cohorts
RPL7AP44	NA	All Cohorts
LOC100132215	NA	All Cohorts
LOC646870	NA	All Cohorts
LOC105373524	NA	All Cohorts
LOC101928489	NA	All Cohorts
LOC101927136	NA	All Cohorts
RPL21P85	NA	All Cohorts
LOC101927888	NA	All Cohorts
LOC343052	NA	All Cohorts
LOC105373805	NA	All Cohorts
LOC100652967	NA	All Cohorts
LOC102723536	NA	All Cohorts
LOC105375971	NA	All Cohorts
LOC730100	NA	All Cohorts
LOC102724323	NA	All Cohorts
RPL17P29	NA	All Cohorts
LOC107985113	NA	All Cohorts
LOC643630	NA	All Cohorts
LOC100129573	NA	All Cohorts
RPL21P29	NA	All Cohorts
LOC107985629	NA	All Cohorts
LOC101928475	NA	All Cohorts
LOC102725019	NA	All Cohorts
RPL26P24	NA	All Cohorts
VN1R30P	NA	All Cohorts
RPL9P10	NA	All Cohorts
RPL19P15	NA	All Cohorts
RPS6P10	NA	All Cohorts
LOC102724511	NA	All Cohorts
LOC112268441	NA	All Cohorts
LOC100422548	NA	All Cohorts
LOC101928304	NA	All Cohorts
LOC100419739	NA	All Cohorts
LOC100131736	NA	All Cohorts
LOC100419436	NA	All Cohorts
RPS17P16	NA	All Cohorts
LOC100288724	NA	All Cohorts
LOC101928386	NA	All Cohorts
RPL23P7	NA	All Cohorts
LOC101928402	NA	All Cohorts
LOC100289656	NA	All Cohorts
RPS2P14	NA	All Cohorts
RPL13P7	NA	All Cohorts
LOC100421402	NA	All Cohorts
RPL21P25	NA	All Cohorts
LOC100289473	NA	All Cohorts
LOC100533629	NA	All Cohorts
LOC100419791	NA	All Cohorts
C10orf126	NA	All Cohorts
LOC100420423	NA	All Cohorts
LOC101927143	NA	All Cohorts
LOC101926943	NA	All Cohorts
RPL26P11	NA	All Cohorts
LOC100506178	NA	All Cohorts
LOC100859919	NA	All Cohorts
LOC100421746	NA	All Cohorts
LOC105378499	NA	All Cohorts
LOC107985097	NA	All Cohorts
FLJ22447	NA	All Cohorts
LOC100129620	NA	All Cohorts
RPL36AP34	NA	All Cohorts
RPLP0P5	NA	All Cohorts
LOC101929413	NA	All Cohorts
LOC100132609	NA	All Cohorts
LOC100533634	NA	All Cohorts
RPL21P26	NA	All Cohorts
RPL8P5	NA	All Cohorts
LOC107987013	NA	All Cohorts
LOC401957	NA	All Cohorts
LOC101927560	NA	All Cohorts
LOC100996318	NA	All Cohorts
LOC100287498	NA	All Cohorts
LOC339260	NA	All Cohorts
LOC728660	NA	All Cohorts
LOC100419506	NA	All Cohorts
LOC107985040	NA	All Cohorts
LOC102606465	NA	All Cohorts
LOC100131939	NA	All Cohorts
LOC100996842	NA	All Cohorts
LOC100129434	NA	All Cohorts
LOC105376116	NA	All Cohorts
RPL27P11	NA	All Cohorts
LOC101928401	NA	All Cohorts
LOC101929297	NA	All Cohorts
LOC105369306	NA	All Cohorts
RPS2P8	NA	All Cohorts
LOC100130849	NA	All Cohorts
LOC729532	NA	All Cohorts
LOC100128317	NA	All Cohorts
LOC105378013	NA	All Cohorts
LOC730338	NA	All Cohorts
RPL7AP46	NA	All Cohorts
LOC100287430	NA	All Cohorts
LOC101928797	NA	All Cohorts
LOC100420869	NA	All Cohorts
RPL19P6	NA	All Cohorts
DDX11L16	NA	All Cohorts
LOC105373352	NA	All Cohorts
LOC105376748	NA	All Cohorts
LOC100420325	NA	All Cohorts
RPS8P9	NA	All Cohorts
LOC100288853	NA	All Cohorts
LOC105376276	NA	All Cohorts
LOC100421870	NA	All Cohorts
LOC100506289	NA	All Cohorts
LINC00367	NA	All Cohorts
PGBD3P2	NA	All Cohorts
LOC100506098	NA	All Cohorts
RPS19P2	NA	All Cohorts
LOC101927502	NA	All Cohorts
LOC101928834	NA	All Cohorts
LOC107986032	NA	All Cohorts
RPS2P11	NA	All Cohorts
LOC105375297	NA	All Cohorts
LEFTY3	NA	All Cohorts
LOC105378311	NA	All Cohorts
LOC101927914	NA	All Cohorts
LOC149844	NA	All Cohorts
LOC100421294	NA	All Cohorts
RPL7AP16	NA	All Cohorts
LOC101926913	NA	All Cohorts
LOC349160	NA	All Cohorts
RPL7AP42	NA	All Cohorts
LOC101929022	NA	All Cohorts
USP27X-AS1	NA	All Cohorts
LOC440896	NA	All Cohorts
LOC100419824	NA	All Cohorts
LOC100129484	NA	All Cohorts
RPL26P23	NA	All Cohorts
LOC102724357	NA	All Cohorts
RPS21P7	NA	All Cohorts
LOC100130801	NA	All Cohorts
LOC101929420	NA	All Cohorts
LOC101927870	NA	All Cohorts
RPL23AP51	NA	All Cohorts
LOC100533679	NA	All Cohorts
RPS25P10	NA	All Cohorts
RPL17P18	NA	All Cohorts
RPS2P53	NA	All Cohorts
RPL15P16	NA	All Cohorts
LOC100419684	NA	All Cohorts
LOC100422627	NA	All Cohorts
LOC100505782	NA	All Cohorts
LOC100996404	NA	All Cohorts
LOC105373958	NA	All Cohorts
LOC101927434	NA	All Cohorts
RPL7AP20	NA	All Cohorts
RPL7AP47	NA	All Cohorts
RPL18P4	NA	All Cohorts
RPS15AP8	NA	All Cohorts
RPL17P48	NA	All Cohorts
LOC100133029	NA	All Cohorts
LOC101929148	NA	All Cohorts
LOC100132857	NA	All Cohorts
RPL10AP4	NA	All Cohorts
RPS17P10	NA	All Cohorts
LOC101927020	NA	All Cohorts
LOC100130548	NA	All Cohorts
LOC101927378	NA	All Cohorts
LOC105378318	NA	All Cohorts
LOC105378614	NA	All Cohorts
LOC613206	NA	All Cohorts
RPL27P2	NA	All Cohorts
LOC100421465	NA	All Cohorts
LOC100420320	NA	All Cohorts
RPL31P62	NA	All Cohorts
RPS2P34	NA	All Cohorts
LOC652549	NA	All Cohorts
LOC105372672	NA	All Cohorts
RPS15AP23	NA	All Cohorts
LOC105370105	NA	All Cohorts
LOC105373496	NA	All Cohorts
LOC441996	NA	All Cohorts
LOC107984969	NA	All Cohorts
LOC107984875	NA	All Cohorts
RPS15AP37	NA	All Cohorts
LOC442292	NA	All Cohorts
RPL24P5	NA	All Cohorts
RPS15P2	NA	All Cohorts
LOC100419447	NA	All Cohorts
LOC100419512	NA	All Cohorts
RPS2P13	NA	All Cohorts
LOC729815	NA	All Cohorts
LOC100129601	NA	All Cohorts
LOC100128334	NA	All Cohorts
RPL7AP70	NA	All Cohorts
LOC402329	NA	All Cohorts
RPS24P4	NA	All Cohorts
LOC101928389	NA	All Cohorts
RPS26P12	NA	All Cohorts
LOC101927661	NA	All Cohorts
LOC100422287	NA	All Cohorts
RPL13P14	NA	All Cohorts
LOC100419685	NA	All Cohorts
LOC100130620	NA	All Cohorts
HGC6.3	NA	All Cohorts
RPL9P12	NA	All Cohorts
LOC100507477	NA	All Cohorts
LOC100129947	NA	All Cohorts
LOC101928335	NA	All Cohorts
LOC112268411	NA	All Cohorts
LOC105373525	NA	All Cohorts
RPL6P1	NA	All Cohorts
LOC100130881	NA	All Cohorts
LOC101928228	NA	All Cohorts
LOC101929099	NA	All Cohorts
LOC100419562	NA	All Cohorts
LOC100533669	NA	All Cohorts
RPS14P10	NA	All Cohorts
LOC100421238	NA	All Cohorts
LOC101928381	NA	All Cohorts
EEF1A1P23	NA	All Cohorts
LOC107984360	NA	All Cohorts
RPS28P2	NA	All Cohorts
LOC100418888	NA	All Cohorts
GAGE2C	NA	All Cohorts
LOC153910	NA	All Cohorts
LOC101927476	NA	All Cohorts
RPS15AP22	NA	All Cohorts
LOC107985643	NA	All Cohorts
LOC101928748	NA	All Cohorts
LOC100421840	NA	All Cohorts
LOC100288233	NA	All Cohorts
RPL34P10	NA	All Cohorts
LOC107987032	NA	All Cohorts
RPL29P1	NA	All Cohorts
LOC101928201	NA	All Cohorts
LOC84214	NA	All Cohorts
LOC102723971	NA	All Cohorts
LOC112267990	NA	All Cohorts
LOC100631242	NA	All Cohorts
LOC101928530	NA	All Cohorts
LOC100505588	NA	All Cohorts
LOC441887	NA	All Cohorts
PSMC3P1	NA	All Cohorts
LOC100422376	NA	All Cohorts
RPL27P9	NA	All Cohorts
LOC101927189	NA	All Cohorts
RPL9P19	NA	All Cohorts
RPL17P16	NA	All Cohorts
LOC100419806	NA	All Cohorts
RPL23AP5	NA	All Cohorts
LOC101929532	NA	All Cohorts
RPL24P6	NA	All Cohorts
LOC284898	NA	All Cohorts
LOC100996263	NA	All Cohorts
RPS15P1	NA	All Cohorts
RPS5P4	NA	All Cohorts
LOC729126	NA	All Cohorts
LOC391711	NA	All Cohorts
LOC102725532	NA	All Cohorts
LOC105371458	NA	All Cohorts
RPL6P20	NA	All Cohorts
LOC100967223	NA	All Cohorts
LOC101927964	NA	All Cohorts
RPL36AP11	NA	All Cohorts
LOC100129456	NA	All Cohorts
LOC105375166	NA	All Cohorts
RPL31P42	NA	All Cohorts
RPL7AP48	NA	All Cohorts
LOC101927164	NA	All Cohorts
LOC100421775	NA	All Cohorts
LOC107985453	NA	All Cohorts
LOC100996696	NA	All Cohorts
LOC107987328	NA	All Cohorts
RPS8P5	NA	All Cohorts
LOC101928495	NA	All Cohorts
LOC100130121	NA	All Cohorts
RPS9P2	NA	All Cohorts
LOC100130331	NA	All Cohorts
LOC100129291	NA	All Cohorts
LOC107985801	NA	All Cohorts
LOC105378066	NA	All Cohorts
LOC105374461	NA	All Cohorts
LOC112267897	NA	All Cohorts
RPL27AP2	NA	All Cohorts
LOC101928932	NA	All Cohorts
SMNP	NA	All Cohorts
LOC101928438	NA	All Cohorts
LOC101928661	NA	All Cohorts
LOC105373876	NA	All Cohorts
RPL9P8	NA	All Cohorts
RPL21P74	NA	All Cohorts
LOC100421386	NA	All Cohorts
RPL17P24	NA	All Cohorts
LOC150051	NA	All Cohorts
