Gene_Ensembl_ID	current_dataset	previous_dataset
ENSG00000226600	NA	PBTA
ENSG00000230347	NA	PBTA
ENSG00000237957	NA	PBTA
ENSG00000230594	NA	PBTA
ENSG00000236126	NA	PBTA
ENSG00000242362	NA	PBTA
ENSG00000284286	NA	PBTA
ENSG00000252173	NA	PBTA
ENSG00000232845	NA	PBTA
ENSG00000227439	NA	PBTA
ENSG00000225256	NA	PBTA
ENSG00000211597	NA	GMKF
ENSG00000211596	NA	GMKF
ENSG00000211594	NA	GMKF
ENSG00000211593	NA	GMKF
ENSG00000211595	NA	GMKF
ENSG00000240041	NA	GMKF
ENSG00000210151	NA	GMKF
ENSG00000211900	NA	GMKF
ENSG00000242887	NA	GMKF
ENSG00000242472	NA	GMKF
ENSG00000210194	NA	GMKF
ENSG00000209082	NA	GMKF
ENSG00000211904	NA	GMKF
ENSG00000210144	NA	GMKF
ENSG00000210100	NA	GMKF
ENSG00000211905	NA	GMKF
ENSG00000210191	NA	GMKF
ENSG00000210077	NA	GMKF
ENSG00000210112	NA	GMKF
ENSG00000210196	NA	GMKF
ENSG00000225851	NA	GMKF
ENSG00000210154	NA	GMKF
ENSG00000210140	NA	GMKF
ENSG00000210195	NA	GMKF
ENSG00000210176	NA	GMKF
ENSG00000276365	NA	GMKF
ENSG00000210049	NA	GMKF
ENSG00000211923	NA	GMKF
ENSG00000210127	NA	GMKF
ENSG00000210135	NA	GMKF
ENSG00000210156	NA	GMKF
ENSG00000210164	NA	GMKF
ENSG00000211930	NA	GMKF
ENSG00000210174	NA	GMKF
ENSG00000199053	NA	GMKF
ENSG00000211911	NA	GMKF
ENSG00000284117	NA	GMKF
ENSG00000211764	NA	GMKF
ENSG00000210184	NA	GMKF
ENSG00000211688	NA	GMKF
ENSG00000211771	NA	GMKF
ENSG00000211691	NA	GMKF
ENSG00000210107	NA	GMKF
ENSG00000211918	NA	GMKF
ENSG00000211767	NA	GMKF
ENSG00000284343	NA	GMKF
ENSG00000211924	NA	GMKF
ENSG00000201273	NA	GMKF
ENSG00000210117	NA	GMKF
ENSG00000211931	NA	GMKF
ENSG00000211692	NA	GMKF
ENSG00000211769	NA	GMKF
ENSG00000211912	NA	GMKF
ENSG00000211917	NA	GMKF
ENSG00000284564	NA	GMKF
ENSG00000212327	NA	GMKF
ENSG00000211765	NA	GMKF
ENSG00000211690	NA	GMKF
ENSG00000238862	NA	GMKF
ENSG00000280904	NA	GMKF
ENSG00000266315	NA	GMKF
ENSG00000252061	NA	GMKF
ENSG00000227800	NA	GMKF
ENSG00000207721	NA	GMKF
ENSG00000207500	NA	GMKF
ENSG00000211682	NA	GMKF
ENSG00000211684	NA	GMKF
ENSG00000198976	NA	GMKF
ENSG00000284595	NA	GMKF
ENSG00000274940	NA	GMKF
ENSG00000201919	NA	GMKF
ENSG00000264049	NA	GMKF
ENSG00000212493	NA	GMKF
ENSG00000222345	NA	GMKF
ENSG00000252787	NA	GMKF
ENSG00000265539	NA	GMKF
ENSG00000211914	NA	GMKF
ENSG00000200814	NA	GMKF
ENSG00000264370	NA	GMKF
ENSG00000265452	NA	GMKF
ENSG00000212242	NA	GMKF
ENSG00000266618	NA	GMKF
ENSG00000252581	NA	GMKF
ENSG00000211921	NA	GMKF
ENSG00000207730	NA	GMKF
ENSG00000211825	NA	GMKF
ENSG00000284574	NA	GMKF
ENSG00000207019	NA	GMKF
ENSG00000265996	NA	GMKF
ENSG00000208797	NA	GMKF
ENSG00000265496	NA	GMKF
ENSG00000284239	NA	GMKF
ENSG00000276753	NA	GMKF
ENSG00000211925	NA	GMKF
ENSG00000207757	NA	GMKF
ENSG00000212296	NA	GMKF
ENSG00000207607	NA	GMKF
ENSG00000200378	NA	GMKF
ENSG00000273767	NA	GMKF
ENSG00000275856	NA	GMKF
ENSG00000221500	NA	GMKF
ENSG00000207940	NA	GMKF
ENSG00000211920	NA	GMKF
ENSG00000211768	NA	GMKF
ENSG00000211770	NA	GMKF
ENSG00000264056	NA	GMKF
ENSG00000227196	NA	GMKF
ENSG00000230680	NA	GMKF
ENSG00000240355	NA	GMKF
ENSG00000202227	NA	GMKF
ENSG00000283721	NA	GMKF
ENSG00000211885	NA	GMKF
ENSG00000277370	NA	GMKF
ENSG00000222788	NA	GMKF
ENSG00000284363	NA	GMKF
ENSG00000211847	NA	GMKF
ENSG00000207808	NA	GMKF
ENSG00000211883	NA	GMKF
ENSG00000264864	NA	GMKF
ENSG00000276788	NA	GMKF
ENSG00000215991	NA	GMKF
ENSG00000211838	NA	GMKF
ENSG00000278661	NA	GMKF
ENSG00000211840	NA	GMKF
ENSG00000263834	NA	GMKF
ENSG00000211844	NA	GMKF
ENSG00000274544	NA	GMKF
ENSG00000275344	NA	GMKF
ENSG00000264755	NA	GMKF
ENSG00000211850	NA	GMKF
ENSG00000207280	NA	GMKF
ENSG00000271043	NA	GMKF
ENSG00000199753	NA	GMKF
ENSG00000274822	NA	GMKF
ENSG00000254036	NA	GMKF
ENSG00000211856	NA	GMKF
ENSG00000211907	NA	GMKF
ENSG00000211876	NA	GMKF
ENSG00000211869	NA	GMKF
ENSG00000211841	NA	GMKF
ENSG00000211867	NA	GMKF
ENSG00000207923	NA	GMKF
ENSG00000284402	NA	GMKF
ENSG00000211855	NA	GMKF
ENSG00000211866	NA	GMKF
ENSG00000222282	NA	GMKF
ENSG00000200389	NA	GMKF
ENSG00000206815	NA	GMKF
ENSG00000266189	NA	GMKF
ENSG00000253387	NA	GMKF
ENSG00000238650	NA	GMKF
ENSG00000211879	NA	GMKF
ENSG00000211880	NA	GMKF
ENSG00000201785	NA	GMKF
ENSG00000211846	NA	GMKF
ENSG00000201595	NA	GMKF
ENSG00000202503	NA	GMKF
ENSG00000211909	NA	GMKF
ENSG00000212460	NA	GMKF
ENSG00000211849	NA	GMKF
ENSG00000200013	NA	GMKF
ENSG00000265215	NA	GMKF
ENSG00000211886	NA	GMKF
ENSG00000239195	NA	GMKF
ENSG00000238854	NA	GMKF
ENSG00000272166	NA	GMKF
ENSG00000264425	NA	GMKF
ENSG00000202093	NA	GMKF
ENSG00000211859	NA	GMKF
ENSG00000211842	NA	GMKF
ENSG00000211858	NA	GMKF
ENSG00000211837	NA	GMKF
ENSG00000221410	NA	GMKF
ENSG00000211872	NA	GMKF
ENSG00000207611	NA	GMKF
ENSG00000228131	NA	GMKF
ENSG00000211863	NA	GMKF
ENSG00000237547	NA	GMKF
ENSG00000211834	NA	GMKF
ENSG00000276712	NA	GMKF
ENSG00000211845	NA	GMKF
ENSG00000212457	NA	GMKF
ENSG00000211860	NA	GMKF
ENSG00000211836	NA	GMKF
ENSG00000257264	NA	GMKF
ENSG00000284305	NA	GMKF
ENSG00000264781	NA	GMKF
ENSG00000202031	NA	GMKF
ENSG00000211861	NA	GMKF
ENSG00000265954	NA	GMKF
ENSG00000207789	NA	GMKF
ENSG00000284064	NA	GMKF
ENSG00000211881	NA	GMKF
ENSG00000207355	NA	GMKF
ENSG00000211884	NA	GMKF
ENSG00000258354	NA	GMKF
ENSG00000265537	NA	GMKF
ENSG00000200594	NA	GMKF
ENSG00000277521	NA	GMKF
ENSG00000211862	NA	GMKF
ENSG00000211681	NA	GMKF
ENSG00000276699	NA	GMKF
ENSG00000200823	NA	GMKF
ENSG00000252984	NA	GMKF
ENSG00000211857	NA	GMKF
ENSG00000206627	NA	GMKF
ENSG00000265658	NA	GMKF
ENSG00000211868	NA	GMKF
ENSG00000236170	NA	GMKF
ENSG00000212380	NA	GMKF
ENSG00000207031	NA	GMKF
ENSG00000211871	NA	GMKF
ENSG00000284258	NA	GMKF
ENSG00000207959	NA	GMKF
ENSG00000284152	NA	GMKF
ENSG00000200815	NA	GMKF
ENSG00000278420	NA	GMKF
ENSG00000284139	NA	GMKF
ENSG00000211851	NA	GMKF
ENSG00000266640	NA	GMKF
ENSG00000211848	NA	GMKF
ENSG00000237111	NA	GMKF
ENSG00000284469	NA	GMKF
ENSG00000211865	NA	GMKF
ENSG00000283712	NA	GMKF
ENSG00000211873	NA	GMKF
ENSG00000201818	NA	GMKF
ENSG00000221539	NA	GMKF
ENSG00000211833	NA	GMKF
ENSG00000199605	NA	GMKF
ENSG00000211878	NA	GMKF
ENSG00000212332	NA	GMKF
ENSG00000212452	NA	GMKF
ENSG00000265768	NA	GMKF
ENSG00000252371	NA	GMKF
ENSG00000264931	NA	GMKF
ENSG00000264773	NA	GMKF
ENSG00000266437	NA	GMKF
ENSG00000206841	NA	GMKF
ENSG00000278783	NA	GMKF
ENSG00000284142	NA	GMKF
ENSG00000211877	NA	GMKF
ENSG00000283796	NA	GMKF
ENSG00000278739	NA	GMKF
ENSG00000284585	NA	GMKF
ENSG00000252332	NA	GMKF
ENSG00000206602	NA	GMKF
ENSG00000264279	NA	GMKF
ENSG00000222287	NA	GMKF
ENSG00000211854	NA	GMKF
ENSG00000278108	NA	GMKF
ENSG00000254045	NA	GMKF
ENSG00000206931	NA	GMKF
ENSG00000252723	NA	GMKF
ENSG00000283764	NA	GMKF
ENSG00000199609	NA	GMKF
ENSG00000278073	NA	GMKF
ENSG00000251971	NA	GMKF
ENSG00000211882	NA	GMKF
ENSG00000199824	NA	GMKF
ENSG00000265201	NA	GMKF
ENSG00000274816	NA	GMKF
ENSG00000263413	NA	GMKF
ENSG00000205360	NA	GMKF
ENSG00000266712	NA	GMKF
ENSG00000284216	NA	GMKF
ENSG00000284148	NA	GMKF
ENSG00000275996	NA	GMKF
ENSG00000252128	NA	GMKF
ENSG00000201894	NA	GMKF
ENSG00000223113	NA	GMKF
ENSG00000207170	NA	GMKF
ENSG00000207782	NA	GMKF
ENSG00000277846	NA	GMKF
ENSG00000212611	NA	GMKF
ENSG00000200560	NA	GMKF
ENSG00000227902	NA	GMKF
ENSG00000264539	NA	GMKF
ENSG00000274621	NA	GMKF
ENSG00000284489	NA	GMKF
ENSG00000284229	NA	GMKF
ENSG00000283728	NA	GMKF
ENSG00000238942	NA	GMKF
ENSG00000238707	NA	GMKF
ENSG00000223280	NA	GMKF
ENSG00000211835	NA	GMKF
ENSG00000211839	NA	GMKF
ENSG00000276575	NA	GMKF
ENSG00000212572	NA	GMKF
ENSG00000211766	NA	GMKF
ENSG00000252944	NA	GMKF
ENSG00000225825	NA	GMKF
ENSG00000283821	NA	GMKF
ENSG00000275072	NA	GMKF
ENSG00000284149	NA	GMKF
ENSG00000212259	NA	GMKF
ENSG00000284114	NA	GMKF
ENSG00000199594	NA	GMKF
ENSG00000275726	NA	GMKF
ENSG00000221493	NA	GMKF
ENSG00000274380	NA	GMKF
ENSG00000207321	NA	GMKF
ENSG00000284293	NA	GMKF
ENSG00000277892	NA	GMKF
ENSG00000274824	NA	GMKF
ENSG00000222635	NA	GMKF
ENSG00000207590	NA	GMKF
ENSG00000264201	NA	GMKF
ENSG00000252072	NA	GMKF
ENSG00000199172	NA	GMKF
ENSG00000276830	NA	GMKF
ENSG00000284532	NA	GMKF
ENSG00000207393	NA	GMKF
ENSG00000200388	NA	GMKF
ENSG00000199620	NA	GMKF
ENSG00000265112	NA	GMKF
ENSG00000284372	NA	GMKF
ENSG00000283856	NA	GMKF
ENSG00000284082	NA	GMKF
ENSG00000277138	NA	GMKF
ENSG00000237020	NA	GMKF
ENSG00000264961	NA	GMKF
ENSG00000207997	NA	GMKF
ENSG00000274280	NA	GMKF
ENSG00000283950	NA	GMKF
ENSG00000206754	NA	GMKF
ENSG00000238386	NA	GMKF
ENSG00000199796	NA	GMKF
ENSG00000202314	NA	GMKF
ENSG00000266041	NA	GMKF
ENSG00000265178	NA	GMKF
ENSG00000207046	NA	GMKF
ENSG00000263979	NA	GMKF
ENSG00000264580	NA	GMKF
ENSG00000263515	NA	GMKF
ENSG00000265598	NA	GMKF
ENSG00000263863	NA	GMKF
ENSG00000198973	NA	GMKF
ENSG00000274111	NA	GMKF
ENSG00000266643	NA	GMKF
ENSG00000284535	NA	GMKF
ENSG00000202259	NA	GMKF
ENSG00000253294	NA	GMKF
ENSG00000207449	NA	GMKF
ENSG00000266589	NA	GMKF
ENSG00000283751	NA	GMKF
ENSG00000274986	NA	GMKF
ENSG00000200437	NA	GMKF
ENSG00000202356	NA	GMKF
ENSG00000251981	NA	GMKF
ENSG00000277912	NA	GMKF
ENSG00000265874	NA	GMKF
ENSG00000266634	NA	GMKF
ENSG00000265820	NA	GMKF
ENSG00000266174	NA	GMKF
ENSG00000264966	NA	GMKF
ENSG00000208037	NA	GMKF
ENSG00000263527	NA	GMKF
ENSG00000211828	NA	GMKF
ENSG00000221230	NA	GMKF
ENSG00000264720	NA	GMKF
ENSG00000211575	NA	GMKF
ENSG00000252277	NA	GMKF
ENSG00000211687	NA	GMKF
ENSG00000265510	NA	GMKF
ENSG00000266017	NA	GMKF
ENSG00000260524	NA	GMKF
ENSG00000265806	NA	GMKF
ENSG00000277249	NA	GMKF
ENSG00000252487	NA	GMKF
ENSG00000201028	NA	GMKF
ENSG00000277942	NA	GMKF
ENSG00000207362	NA	GMKF
ENSG00000277681	NA	GMKF
ENSG00000266392	NA	GMKF
ENSG00000276350	NA	GMKF
ENSG00000265390	NA	GMKF
ENSG00000264024	NA	GMKF
ENSG00000212359	NA	GMKF
ENSG00000284054	NA	GMKF
ENSG00000211827	NA	GMKF
ENSG00000206819	NA	GMKF
ENSG00000259852	NA	GMKF
ENSG00000207237	NA	GMKF
ENSG00000283853	NA	GMKF
ENSG00000238517	NA	GMKF
ENSG00000201823	NA	GMKF
ENSG00000207307	NA	GMKF
ENSG00000221394	NA	GMKF
ENSG00000200906	NA	GMKF
ENSG00000264633	NA	GMKF
ENSG00000206989	NA	GMKF
ENSG00000251987	NA	GMKF
ENSG00000252112	NA	GMKF
ENSG00000284329	NA	GMKF
ENSG00000221630	NA	GMKF
ENSG00000253592	NA	GMKF
ENSG00000251844	NA	GMKF
ENSG00000283584	NA	GMKF
ENSG00000283675	NA	GMKF
ENSG00000221740	NA	GMKF
ENSG00000255633	NA	GMKF
ENSG00000266721	NA	GMKF
ENSG00000283724	NA	GMKF
ENSG00000252222	NA	GMKF
ENSG00000252578	NA	GMKF
ENSG00000207037	NA	GMKF
ENSG00000275373	NA	GMKF
ENSG00000168630	NA	GMKF
ENSG00000265462	NA	GMKF
ENSG00000276147	NA	GMKF
ENSG00000274072	NA	GMKF
ENSG00000275948	NA	GMKF
ENSG00000278267	NA	GMKF
ENSG00000222213	NA	GMKF
ENSG00000207575	NA	GMKF
ENSG00000284488	NA	GMKF
ENSG00000273758	NA	GMKF
ENSG00000277474	NA	GMKF
ENSG00000274494	NA	GMKF
ENSG00000252959	NA	GMKF
ENSG00000207649	NA	GMKF
ENSG00000207153	NA	GMKF
ENSG00000207951	NA	GMKF
ENSG00000201550	NA	GMKF
ENSG00000207756	NA	GMKF
ENSG00000273898	NA	GMKF
ENSG00000263693	NA	GMKF
ENSG00000264764	NA	GMKF
ENSG00000265917	NA	GMKF
ENSG00000263849	NA	GMKF
ENSG00000265236	NA	GMKF
ENSG00000221585	NA	GMKF
ENSG00000284361	NA	GMKF
ENSG00000212379	NA	GMKF
ENSG00000264075	NA	GMKF
ENSG00000266559	NA	GMKF
ENSG00000275670	NA	GMKF
ENSG00000200295	NA	GMKF
ENSG00000199348	NA	GMKF
ENSG00000207422	NA	GMKF
ENSG00000265195	NA	GMKF
ENSG00000222743	NA	GMKF
ENSG00000265612	NA	GMKF
ENSG00000207980	NA	GMKF
ENSG00000212260	NA	GMKF
ENSG00000207609	NA	GMKF
ENSG00000200756	NA	GMKF
ENSG00000284387	NA	GMKF
ENSG00000201390	NA	GMKF
ENSG00000202034	NA	GMKF
ENSG00000200407	NA	GMKF
ENSG00000274713	NA	GMKF
ENSG00000283933	NA	GMKF
ENSG00000275238	NA	GMKF
ENSG00000274314	NA	GMKF
ENSG00000199643	NA	GMKF
ENSG00000276869	NA	GMKF
ENSG00000264474	NA	GMKF
ENSG00000274697	NA	GMKF
ENSG00000264386	NA	GMKF
ENSG00000221537	NA	GMKF
ENSG00000265450	NA	GMKF
ENSG00000275334	NA	GMKF
ENSG00000239112	NA	GMKF
ENSG00000252362	NA	GMKF
ENSG00000200495	NA	GMKF
ENSG00000200058	NA	GMKF
ENSG00000253030	NA	GMKF
ENSG00000252214	NA	GMKF
ENSG00000207815	NA	GMKF
ENSG00000212559	NA	GMKF
ENSG00000206997	NA	GMKF
ENSG00000207737	NA	GMKF
ENSG00000199157	NA	GMKF
ENSG00000237197	NA	GMKF
ENSG00000278756	NA	GMKF
ENSG00000252864	NA	GMKF
ENSG00000252913	NA	GMKF
ENSG00000276926	NA	GMKF
ENSG00000207577	NA	GMKF
ENSG00000201524	NA	GMKF
ENSG00000207160	NA	GMKF
ENSG00000283770	NA	GMKF
ENSG00000264823	NA	GMKF
ENSG00000273945	NA	GMKF
ENSG00000264675	NA	GMKF
ENSG00000221598	NA	GMKF
ENSG00000263641	NA	GMKF
ENSG00000200680	NA	GMKF
ENSG00000252206	NA	GMKF
ENSG00000278447	NA	GMKF
ENSG00000263723	NA	GMKF
ENSG00000274535	NA	GMKF
ENSG00000264379	NA	GMKF
ENSG00000264997	NA	GMKF
ENSG00000238649	NA	GMKF
ENSG00000278517	NA	GMKF
ENSG00000252598	NA	GMKF
ENSG00000252956	NA	GMKF
ENSG00000199592	NA	GMKF
ENSG00000276769	NA	GMKF
ENSG00000201264	NA	GMKF
ENSG00000227335	NA	GMKF
ENSG00000206880	NA	GMKF
ENSG00000266507	NA	GMKF
ENSG00000275519	NA	GMKF
ENSG00000263676	NA	GMKF
ENSG00000200281	NA	GMKF
ENSG00000277391	NA	GMKF
ENSG00000252661	NA	GMKF
ENSG00000199791	NA	GMKF
ENSG00000222092	NA	GMKF
ENSG00000252335	NA	GMKF
ENSG00000252562	NA	GMKF
ENSG00000263649	NA	GMKF
ENSG00000222960	NA	GMKF
ENSG00000275652	NA	GMKF
ENSG00000283704	NA	GMKF
ENSG00000252422	NA	GMKF
ENSG00000274066	NA	GMKF
ENSG00000222832	NA	GMKF
ENSG00000277387	NA	GMKF
ENSG00000222236	NA	GMKF
ENSG00000199165	NA	GMKF
ENSG00000206918	NA	GMKF
ENSG00000265660	NA	GMKF
ENSG00000266531	NA	GMKF
ENSG00000212388	NA	GMKF
ENSG00000216179	NA	GMKF
ENSG00000252544	NA	GMKF
ENSG00000273745	NA	GMKF
ENSG00000226338	NA	GMKF
ENSG00000211843	NA	GMKF
ENSG00000222320	NA	GMKF
ENSG00000252397	NA	GMKF
ENSG00000275651	NA	GMKF
ENSG00000221365	NA	GMKF
ENSG00000252619	NA	GMKF
ENSG00000237183	NA	GMKF
ENSG00000284259	NA	GMKF
ENSG00000207453	NA	GMKF
ENSG00000274300	NA	GMKF
ENSG00000221540	NA	GMKF
ENSG00000265520	NA	GMKF
ENSG00000207412	NA	GMKF
ENSG00000264266	NA	GMKF
ENSG00000200926	NA	GMKF
ENSG00000275067	NA	GMKF
ENSG00000277052	NA	GMKF
ENSG00000252517	NA	GMKF
ENSG00000252682	NA	GMKF
ENSG00000274552	NA	GMKF
ENSG00000207455	NA	GMKF
ENSG00000264314	NA	GMKF
ENSG00000252091	NA	GMKF
ENSG00000229686	NA	GMKF
ENSG00000199783	NA	GMKF
ENSG00000200112	NA	GMKF
ENSG00000200377	NA	GMKF
ENSG00000200753	NA	GMKF
ENSG00000201151	NA	GMKF
ENSG00000207299	NA	GMKF
ENSG00000284173	NA	GMKF
ENSG00000276404	NA	GMKF
ENSG00000253039	NA	GMKF
ENSG00000278328	NA	GMKF
ENSG00000201420	NA	GMKF
ENSG00000265724	NA	GMKF
ENSG00000273657	NA	GMKF
ENSG00000266305	NA	GMKF
ENSG00000222071	NA	GMKF
ENSG00000266676	NA	GMKF
ENSG00000264610	NA	GMKF
ENSG00000265407	NA	GMKF
ENSG00000276641	NA	GMKF
ENSG00000275640	NA	GMKF
ENSG00000252101	NA	GMKF
ENSG00000212303	NA	GMKF
ENSG00000265252	NA	GMKF
ENSG00000222972	NA	GMKF
ENSG00000221739	NA	GMKF
ENSG00000252952	NA	GMKF
ENSG00000207713	NA	GMKF
ENSG00000276584	NA	GMKF
ENSG00000212520	NA	GMKF
ENSG00000212280	NA	GMKF
ENSG00000265137	NA	GMKF
ENSG00000199833	NA	GMKF
ENSG00000263816	NA	GMKF
ENSG00000211568	NA	GMKF
ENSG00000201519	NA	GMKF
ENSG00000202089	NA	GMKF
ENSG00000252104	NA	GMKF
ENSG00000282089	NA	GMKF
ENSG00000206949	NA	GMKF
ENSG00000200021	NA	GMKF
ENSG00000222552	NA	GMKF
ENSG00000276770	NA	GMKF
ENSG00000201560	NA	GMKF
ENSG00000278264	NA	GMKF
ENSG00000264175	NA	GMKF
ENSG00000252729	NA	GMKF
ENSG00000273874	NA	GMKF
ENSG00000283772	NA	GMKF
ENSG00000274306	NA	GMKF
ENSG00000264757	NA	GMKF
ENSG00000275101	NA	GMKF
ENSG00000200247	NA	GMKF
ENSG00000276622	NA	GMKF
ENSG00000200279	NA	GMKF
ENSG00000252618	NA	GMKF
ENSG00000266151	NA	GMKF
ENSG00000252739	NA	GMKF
ENSG00000274417	NA	GMKF
ENSG00000207267	NA	GMKF
ENSG00000252882	NA	GMKF
ENSG00000273555	NA	GMKF
ENSG00000277030	NA	GMKF
ENSG00000252832	NA	GMKF
ENSG00000263583	NA	GMKF
ENSG00000200623	NA	GMKF
ENSG00000284190	NA	GMKF
ENSG00000264005	NA	GMKF
ENSG00000265657	NA	GMKF
ENSG00000276102	NA	GMKF
ENSG00000274134	NA	GMKF
ENSG00000264614	NA	GMKF
ENSG00000207954	NA	GMKF
ENSG00000266619	NA	GMKF
ENSG00000199150	NA	GMKF
ENSG00000212186	NA	GMKF
ENSG00000275167	NA	GMKF
ENSG00000252260	NA	GMKF
ENSG00000216035	NA	GMKF
ENSG00000278340	NA	GMKF
ENSG00000265976	NA	GMKF
ENSG00000278596	NA	GMKF
ENSG00000265429	NA	GMKF
ENSG00000283346	NA	GMKF
ENSG00000211513	NA	GMKF
ENSG00000274805	NA	GMKF
ENSG00000252008	NA	GMKF
ENSG00000221552	NA	GMKF
ENSG00000284596	NA	GMKF
ENSG00000283180	NA	GMKF
ENSG00000201301	NA	GMKF
ENSG00000201145	NA	GMKF
ENSG00000238728	NA	GMKF
ENSG00000207996	NA	GMKF
ENSG00000264559	NA	GMKF
ENSG00000238364	NA	GMKF
ENSG00000211831	NA	GMKF
ENSG00000252039	NA	GMKF
ENSG00000208032	NA	GMKF
ENSG00000222344	NA	GMKF
ENSG00000199381	NA	GMKF
ENSG00000207948	NA	GMKF
ENSG00000274172	NA	GMKF
ENSG00000273627	NA	GMKF
ENSG00000266006	NA	GMKF
ENSG00000284519	NA	GMKF
ENSG00000266494	NA	GMKF
ENSG00000207222	NA	GMKF
ENSG00000264171	NA	GMKF
ENSG00000277588	NA	GMKF
ENSG00000283639	NA	GMKF
ENSG00000201876	NA	GMKF
ENSG00000278438	NA	GMKF
ENSG00000275669	NA	GMKF
ENSG00000273606	NA	GMKF
ENSG00000221468	NA	GMKF
ENSG00000222958	NA	GMKF
ENSG00000207752	NA	GMKF
ENSG00000208009	NA	GMKF
ENSG00000252903	NA	GMKF
ENSG00000206775	NA	GMKF
ENSG00000212270	NA	GMKF
ENSG00000212377	NA	GMKF
ENSG00000209702	NA	GMKF
ENSG00000212302	NA	GMKF
ENSG00000263892	NA	GMKF
ENSG00000211582	NA	GMKF
ENSG00000278265	NA	GMKF
ENSG00000275166	NA	GMKF
ENSG00000207811	NA	GMKF
ENSG00000206758	NA	GMKF
ENSG00000251834	NA	GMKF
ENSG00000265145	NA	GMKF
ENSG00000222644	NA	GMKF
ENSG00000215973	NA	GMKF
ENSG00000278851	NA	GMKF
ENSG00000253021	NA	GMKF
ENSG00000275259	NA	GMKF
ENSG00000207414	NA	GMKF
ENSG00000212618	NA	GMKF
ENSG00000253072	NA	GMKF
ENSG00000264292	NA	GMKF
ENSG00000273830	NA	GMKF
ENSG00000283676	NA	GMKF
ENSG00000207991	NA	GMKF
ENSG00000201815	NA	GMKF
ENSG00000222869	NA	GMKF
ENSG00000265465	NA	GMKF
ENSG00000252366	NA	GMKF
ENSG00000274617	NA	GMKF
ENSG00000275656	NA	GMKF
ENSG00000212158	NA	GMKF
ENSG00000212532	NA	GMKF
ENSG00000266458	NA	GMKF
ENSG00000266329	NA	GMKF
ENSG00000199634	NA	GMKF
ENSG00000264814	NA	GMKF
ENSG00000223064	NA	GMKF
ENSG00000263932	NA	GMKF
ENSG00000277264	NA	GMKF
ENSG00000216009	NA	GMKF
ENSG00000277120	NA	GMKF
ENSG00000265957	NA	GMKF
ENSG00000266463	NA	GMKF
ENSG00000221697	NA	GMKF
ENSG00000252686	NA	GMKF
ENSG00000252945	NA	GMKF
ENSG00000276730	NA	GMKF
ENSG00000199260	NA	GMKF
ENSG00000278278	NA	GMKF
ENSG00000265370	NA	GMKF
ENSG00000207454	NA	GMKF
ENSG00000206766	NA	GMKF
ENSG00000275377	NA	GMKF
ENSG00000252628	NA	GMKF
ENSG00000200526	NA	GMKF
ENSG00000253064	NA	GMKF
ENSG00000265355	NA	GMKF
ENSG00000206722	NA	GMKF
ENSG00000266776	NA	GMKF
ENSG00000276169	NA	GMKF
ENSG00000252747	NA	GMKF
ENSG00000216031	NA	GMKF
ENSG00000275110	NA	GMKF
ENSG00000221445	NA	GMKF
ENSG00000199143	NA	GMKF
ENSG00000252866	NA	GMKF
ENSG00000202264	NA	GMKF
ENSG00000264357	NA	GMKF
ENSG00000199107	NA	GMKF
ENSG00000252013	NA	GMKF
ENSG00000200852	NA	GMKF
ENSG00000251785	NA	GMKF
ENSG00000200366	NA	GMKF
ENSG00000201642	NA	GMKF
ENSG00000255430	NA	GMKF
ENSG00000266594	NA	GMKF
ENSG00000212221	NA	GMKF
ENSG00000253097	NA	GMKF
ENSG00000199121	NA	GMKF
ENSG00000200650	NA	GMKF
ENSG00000251862	NA	GMKF
ENSG00000200812	NA	GMKF
ENSG00000264419	NA	GMKF
ENSG00000263762	NA	GMKF
ENSG00000266146	NA	GMKF
ENSG00000284031	NA	GMKF
ENSG00000207805	NA	GMKF
ENSG00000264141	NA	GMKF
ENSG00000264792	NA	GMKF
ENSG00000264563	NA	GMKF
ENSG00000206963	NA	GMKF
ENSG00000263752	NA	GMKF
ENSG00000253063	NA	GMKF
ENSG00000216077	NA	GMKF
ENSG00000273932	NA	GMKF
ENSG00000227108	NA	GMKF
ENSG00000278549	NA	GMKF
ENSG00000253820	NA	GMKF
ENSG00000265135	NA	GMKF
ENSG00000266124	NA	GMKF
ENSG00000207804	NA	GMKF
ENSG00000252074	NA	GMKF
ENSG00000270395	NA	GMKF
ENSG00000252031	NA	GMKF
ENSG00000252506	NA	GMKF
ENSG00000222488	NA	GMKF
ENSG00000264511	NA	GMKF
ENSG00000278223	NA	GMKF
ENSG00000277817	NA	GMKF
ENSG00000276181	NA	GMKF
ENSG00000266583	NA	GMKF
ENSG00000276270	NA	GMKF
ENSG00000264268	NA	GMKF
ENSG00000257366	NA	GMKF
ENSG00000265373	NA	GMKF
ENSG00000200898	NA	GMKF
ENSG00000201330	NA	GMKF
ENSG00000264037	NA	GMKF
ENSG00000274034	NA	GMKF
ENSG00000206686	NA	GMKF
ENSG00000200303	NA	GMKF
ENSG00000284195	NA	GMKF
ENSG00000266517	NA	GMKF
ENSG00000199092	NA	GMKF
ENSG00000263712	NA	GMKF
ENSG00000252067	NA	GMKF
ENSG00000275868	NA	GMKF
ENSG00000200974	NA	GMKF
ENSG00000283672	NA	GMKF
ENSG00000238590	NA	GMKF
ENSG00000199102	NA	GMKF
ENSG00000207298	NA	GMKF
ENSG00000264480	NA	GMKF
ENSG00000264585	NA	GMKF
