region	status	short_histology	count	region_type
PDCD2L	gain	All	5	gene
PDCD2L	loss	All	17	gene
PDCD2L	loss	Neuroblastoma	13	gene
PDCD5	loss	All	7	gene
PDCD5	loss	Neuroblastoma	5	gene
PDCD7	gain	All	4	gene
PDCD7	gain	HGAT	4	gene
PDCL2	gain	All	5	gene
PDCL2	gain	HGAT	5	gene
PDE2A	loss	All	6	gene
PDE2A	loss	Neuroblastoma	5	gene
PDE4C	loss	All	5	gene
PDE4D	loss	All	4	gene
PDE4DIP	gain	All	4	gene
PDE6G	gain	All	6	gene
PDE9A	gain	All	6	gene
PDE9A	loss	All	5	gene
PDF	deep deletion	All	4	gene
PDGFB	loss	All	4	gene
PDGFD	loss	All	5	gene
PDGFRA	gain	All	9	gene
PDGFRA	gain	HGAT	9	gene
PDIA6	gain	All	4	gene
PDIA6	gain	Neuroblastoma	4	gene
PDK4	gain	All	4	gene
PDP2	deep deletion	All	4	gene
PDPK1	loss	All	7	gene
PDPK1	loss	Neuroblastoma	4	gene
PDPN	loss	All	12	gene
PDPN	loss	Neuroblastoma	8	gene
PDRG1	gain	All	5	gene
PDXK	gain	All	5	gene
PDXK	loss	All	8	gene
PDXK	loss	Neuroblastoma	5	gene
PDYN	gain	All	6	gene
PDYN	loss	All	4	gene
PDYN	gain	Neuroblastoma	5	gene
PDYN-AS1	gain	All	6	gene
PDYN-AS1	loss	All	4	gene
PDYN-AS1	gain	Neuroblastoma	5	gene
PDZD3	loss	All	6	gene
PDZK1	loss	All	6	gene
PDZK1IP1	loss	All	4	gene
PEG3	loss	All	11	gene
PEG3	loss	Neuroblastoma	6	gene
PELP1	loss	All	4	gene
PEMT	gain	All	45	gene
PEMT	loss	All	34	gene
PEMT	gain	Ependymoma	4	gene
PEMT	gain	Medulloblastoma	4	gene
PEMT	gain	Neuroblastoma	33	gene
PEMT	loss	HGAT	8	gene
PEMT	loss	Medulloblastoma	12	gene
PEMT	loss	Neuroblastoma	7	gene
PEPD	gain	All	4	gene
PEPD	loss	All	16	gene
PEPD	loss	Neuroblastoma	13	gene
PER1	loss	All	4	gene
PERM1	loss	All	40	gene
PERM1	loss	Neuroblastoma	25	gene
PET100	loss	All	5	gene
PET100	loss	Neuroblastoma	4	gene
PEX10	loss	All	4	gene
PEX11B	gain	All	6	gene
PEX11B	loss	All	6	gene
PEX11B	gain	HGAT	4	gene
PEX11G	loss	All	5	gene
PEX11G	loss	Neuroblastoma	4	gene
PEX16	loss	All	12	gene
PEX16	loss	Ependymoma	4	gene
PEX26	gain	All	5	gene
PEX26	loss	All	13	gene
PEX6	gain	All	4	gene
PFAS	loss	All	4	gene
PFKL	gain	All	5	gene
PFKL	loss	All	8	gene
PFKL	loss	Neuroblastoma	5	gene
PGAP3	gain	All	12	gene
PGAP3	gain	Neuroblastoma	9	gene
PGC	gain	All	4	gene
PGLS	loss	All	5	gene
PGLYRP1	loss	All	5	gene
PGLYRP3	gain	All	7	gene
PGLYRP3	gain	HGAT	6	gene
PGLYRP4	gain	All	7	gene
PGLYRP4	gain	HGAT	6	gene
PGM2	loss	All	4	gene
PGM2L1	loss	All	7	gene
PGM2L1	loss	Neuroblastoma	6	gene
PGM3	loss	All	4	gene
PGM5	gain	All	19	gene
PGM5	loss	All	33	gene
PGM5	gain	Ependymoma	7	gene
PGM5	gain	Medulloblastoma	4	gene
PGM5	loss	Neuroblastoma	17	gene
PGM5-AS1	gain	All	14	gene
PGM5-AS1	loss	All	19	gene
PGM5-AS1	gain	Ependymoma	5	gene
PGM5-AS1	loss	Neuroblastoma	12	gene
PGP	loss	All	9	gene
PGP	loss	Neuroblastoma	5	gene
PGPEP1	loss	All	5	gene
PGPEP1L	gain	All	7	gene
PGPEP1L	gain	HGAT	6	gene
PGS1	gain	All	6	gene
PHACTR3	gain	All	6	gene
PHF21A	loss	All	10	gene
PHF21A	loss	Ependymoma	4	gene
PHF21B	loss	All	4	gene
PHF23	loss	All	6	gene
PHF23	loss	HGAT	5	gene
PHF24	loss	All	7	gene
PHF7	loss	All	5	gene
PHF7	loss	Neuroblastoma	4	gene
PHKG1	gain	All	4	gene
PHKG2	gain	All	4	gene
PHKG2	loss	All	27	gene
PHKG2	loss	HGAT	5	gene
PHKG2	loss	Medulloblastoma	7	gene
PHKG2	loss	Neuroblastoma	11	gene
PHLDA2	loss	All	4	gene
PHLDB1	loss	All	7	gene
PHLDB1	loss	Neuroblastoma	4	gene
PHLPP2	deep deletion	All	4	gene
PHLPP2	loss	All	8	gene
PHLPP2	loss	HGAT	4	gene
PHOX2A	loss	All	6	gene
PHOX2A	loss	Neuroblastoma	5	gene
PHOX2B	loss	All	4	gene
PHOX2B	loss	Neuroblastoma	4	gene
PHPT1	gain	All	5	gene
PHPT1	loss	All	7	gene
PHTF2	gain	All	5	gene
PHYKPL	loss	All	6	gene
PI4KA	gain	All	7	gene
PI4KA	loss	All	24	gene
PI4KA	gain	Neuroblastoma	4	gene
PI4KA	loss	HGAT	5	gene
PI4KA	loss	Medulloblastoma	4	gene
PI4KA	loss	Meningioma	4	gene
PI4KAP2	loss	All	11	gene
PIAS3	loss	All	6	gene
PIAS4	loss	All	4	gene
PICALM	gain	All	4	gene
PICSAR	gain	All	4	gene
PICSAR	loss	All	8	gene
PICSAR	loss	Neuroblastoma	5	gene
PIEZO1	gain	All	9	gene
PIEZO1	loss	All	49	gene
PIEZO1	loss	HGAT	11	gene
PIEZO1	loss	Medulloblastoma	10	gene
PIEZO1	loss	Neuroblastoma	18	gene
PIEZO2	gain	All	24	gene
PIEZO2	loss	All	20	gene
PIEZO2	gain	Medulloblastoma	4	gene
PIEZO2	gain	Neuroblastoma	11	gene
PIEZO2	loss	HGAT	6	gene
PIEZO2	loss	Neuroblastoma	6	gene
PIFO	loss	All	4	gene
PIGL	gain	All	44	gene
PIGL	loss	All	34	gene
PIGL	gain	Ependymoma	4	gene
PIGL	gain	Neuroblastoma	33	gene
PIGL	loss	HGAT	7	gene
PIGL	loss	LGAT	4	gene
PIGL	loss	Medulloblastoma	12	gene
PIGL	loss	Neuroblastoma	7	gene
PIGO	loss	All	7	gene
PIGW	gain	All	5	gene
PIGX	loss	All	9	gene
PIGZ	loss	All	8	gene
PIH1D1	loss	All	4	gene
PIK3R2	loss	All	5	gene
PIK3R6	loss	All	4	gene
PILRA	gain	All	4	gene
PILRB	gain	All	4	gene
PIM3	loss	All	9	gene
PIN1	loss	All	4	gene
PIN1	loss	Neuroblastoma	4	gene
PIN1P1	loss	All	6	gene
PINX1	loss	All	6	gene
PIP4K2B	gain	All	9	gene
PIP4K2B	gain	Neuroblastoma	6	gene
PIP5K1B	gain	All	20	gene
PIP5K1B	loss	All	37	gene
PIP5K1B	gain	Ependymoma	7	gene
PIP5K1B	gain	HGAT	4	gene
PIP5K1B	gain	Medulloblastoma	4	gene
PIP5K1B	loss	Neuroblastoma	19	gene
PIRT	loss	All	4	gene
PITPNA	gain	All	8	gene
PITPNA	loss	All	11	gene
PITPNA	gain	Neuroblastoma	4	gene
PITPNA	loss	Medulloblastoma	5	gene
PITPNA-AS1	gain	All	8	gene
PITPNA-AS1	loss	All	9	gene
PITPNA-AS1	gain	Neuroblastoma	4	gene
PITPNA-AS1	loss	Medulloblastoma	4	gene
PITPNB	loss	All	4	gene
PITPNM2	loss	All	4	gene
PITPNM2-AS1	loss	All	4	gene
PITPNM3	loss	All	7	gene
PITPNM3	loss	HGAT	5	gene
PIWIL1	gain	All	6	gene
PIWIL1	gain	Neuroblastoma	4	gene
PIWIL3	loss	All	15	gene
PIWIL4	loss	All	4	gene
PKD1	loss	All	9	gene
PKD1	loss	Neuroblastoma	5	gene
PKD1L2	deep deletion	All	4	gene
PKD1L3	deep deletion	All	4	gene
PKD1L3	loss	All	8	gene
PKD1L3	loss	HGAT	4	gene
PKDCC	gain	All	7	gene
PKDCC	gain	Neuroblastoma	5	gene
PKIB	loss	All	4	gene
PKMYT1	loss	All	10	gene
PKMYT1	loss	Neuroblastoma	5	gene
PKNOX1	gain	All	6	gene
PKNOX1	loss	All	5	gene
PLA2G12B	loss	All	5	gene
PLA2G15	deep deletion	All	4	gene
PLA2G1B	gain	All	4	gene
PLA2G2A	loss	All	5	gene
PLA2G2E	loss	All	5	gene
PLA2G4C	loss	All	5	gene
PLA2G4C-AS1	loss	All	5	gene
PLA2G5	loss	All	5	gene
PLAG1	gain	All	4	gene
PLAGL2	gain	All	4	gene
PLCD3	gain	All	9	gene
PLCD3	gain	Neuroblastoma	8	gene
PLCG2	deep deletion	All	4	gene
PLCH2	loss	All	4	gene
PLD4	loss	All	16	gene
PLD4	loss	HGAT	7	gene
PLD4	loss	Neuroblastoma	7	gene
PLD6	gain	All	45	gene
PLD6	loss	All	34	gene
PLD6	gain	Ependymoma	4	gene
PLD6	gain	Medulloblastoma	4	gene
PLD6	gain	Neuroblastoma	33	gene
PLD6	loss	HGAT	7	gene
PLD6	loss	LGAT	4	gene
PLD6	loss	Medulloblastoma	12	gene
PLD6	loss	Neuroblastoma	7	gene
PLEC	gain	All	5	gene
PLEC	loss	All	7	gene
PLEC	loss	Neuroblastoma	4	gene
PLEK2	loss	All	4	gene
PLEKHA1	loss	All	7	gene
PLEKHA4	loss	All	5	gene
PLEKHB1	loss	All	7	gene
PLEKHB1	loss	Neuroblastoma	6	gene
PLEKHG4	deep deletion	All	4	gene
PLEKHH2	gain	All	6	gene
PLEKHH3	gain	All	10	gene
PLEKHH3	gain	HGAT	4	gene
PLEKHH3	gain	Neuroblastoma	4	gene
PLEKHM1	gain	All	10	gene
PLEKHM1	gain	Neuroblastoma	8	gene
PLEKHM2	loss	All	11	gene
PLEKHM2	loss	Neuroblastoma	8	gene
PLEKHN1	loss	All	40	gene
PLEKHN1	loss	Neuroblastoma	25	gene
PLEKHO1	gain	All	25	gene
PLEKHO1	gain	HGAT	7	gene
PLEKHO1	gain	Medulloblastoma	4	gene
PLEKHO1	gain	Neuroblastoma	5	gene
PLIN3	loss	All	5	gene
PLIN4	loss	All	4	gene
PLIN5	loss	All	4	gene
PLK2	loss	All	4	gene
PLK5	loss	All	4	gene
PLOD3	gain	All	4	gene
PLPPR3	gain	All	5	gene
PLPPR3	loss	All	4	gene
PLSCR3	loss	All	5	gene
PLSCR3	loss	HGAT	4	gene
PLVAP	loss	All	5	gene
PLXDC1	gain	All	10	gene
PLXDC1	gain	Neuroblastoma	7	gene
PLXNB2	loss	All	7	gene
PMFBP1	deep deletion	All	4	gene
PMFBP1	loss	All	8	gene
PMFBP1	loss	HGAT	4	gene
PMPCA	gain	All	7	gene
PMPCA	loss	All	7	gene
PMPCB	gain	All	8	gene
PMS2P4	loss	All	4	gene
PMVK	gain	All	9	gene
PMVK	loss	All	4	gene
PMVK	gain	HGAT	6	gene
PNMA8A	loss	All	6	gene
PNMA8B	loss	All	6	gene
PNMT	gain	All	12	gene
PNMT	gain	Neuroblastoma	9	gene
PNPLA3	loss	All	4	gene
PNPLA5	loss	All	4	gene
PNPLA6	loss	All	5	gene
PNPLA6	loss	Neuroblastoma	4	gene
PNPLA7	gain	All	5	gene
PNPLA7	loss	All	6	gene
PODN	loss	All	4	gene
POFUT1	gain	All	4	gene
POFUT2	loss	All	8	gene
POFUT2	loss	Neuroblastoma	5	gene
POLD3	loss	All	7	gene
POLD3	loss	Neuroblastoma	6	gene
POLH	gain	All	4	gene
POLN	gain	All	6	gene
POLN	loss	All	15	gene
POLN	loss	Neuroblastoma	11	gene
POLR1C	gain	All	4	gene
POLR2A	loss	All	6	gene
POLR2A	loss	HGAT	5	gene
POLR2E	loss	All	4	gene
POLR2J	gain	All	5	gene
POLR2J2	gain	All	6	gene
POLR2J3	gain	All	5	gene
POLR2L	loss	All	4	gene
POLR3C	loss	All	6	gene
POLR3GL	gain	All	5	gene
POLR3GL	loss	All	6	gene
POLRMT	gain	All	4	gene
POM121L9P	gain	All	4	gene
POM121L9P	loss	All	15	gene
PON1	gain	All	4	gene
PON2	gain	All	4	gene
PON3	gain	All	4	gene
POP5	gain	All	4	gene
POP7	gain	All	4	gene
POU2F2	loss	All	7	gene
POU2F2	loss	HGAT	4	gene
POU2F3	loss	All	5	gene
PPDPF	loss	All	8	gene
PPDPF	loss	HGAT	4	gene
PPFIA1	loss	All	6	gene
PPFIA3	loss	All	5	gene
PPIAL4C	gain	All	8	gene
PPIL2	gain	All	4	gene
PPIL2	loss	All	22	gene
PPIL2	gain	Neuroblastoma	4	gene
PPIL2	loss	ATRT	4	gene
PPIL2	loss	Medulloblastoma	4	gene
PPIL2	loss	Meningioma	4	gene
PPL	loss	All	5	gene
PPM1B	gain	All	5	gene
PPM1E	gain	All	5	gene
PPM1E	gain	HGAT	4	gene
PPM1F	loss	All	4	gene
PPM1G	gain	All	4	gene
PPM1N	loss	All	4	gene
PPME1	loss	All	7	gene
PPME1	loss	Neuroblastoma	6	gene
PPP1R12C	loss	All	6	gene
PPP1R13B	loss	All	17	gene
PPP1R13B	loss	HGAT	7	gene
PPP1R13B	loss	Neuroblastoma	7	gene
PPP1R13L	loss	All	4	gene
PPP1R15A	loss	All	5	gene
PPP1R16A	loss	All	5	gene
PPP1R1B	gain	All	12	gene
PPP1R1B	gain	Neuroblastoma	9	gene
PPP1R2	gain	All	4	gene
PPP1R2	loss	All	6	gene
PPP1R26	gain	All	6	gene
PPP1R26	loss	All	8	gene
PPP1R26-AS1	gain	All	6	gene
PPP1R26-AS1	loss	All	8	gene
PPP1R27	gain	All	6	gene
PPP1R35	gain	All	4	gene
PPP1R3B	loss	All	6	gene
PPP1R3D	gain	All	4	gene
PPP1R3E	loss	All	4	gene
PPP1R9A	gain	All	4	gene
PPP2R2C	gain	All	6	gene
PPP2R2C	loss	All	7	gene
PPP2R2C	gain	HGAT	4	gene
PPP2R2C	loss	Neuroblastoma	5	gene
PPP2R2D	loss	All	7	gene
PPP2R5D	gain	All	4	gene
PPP4C	gain	All	6	gene
PPP4C	loss	All	27	gene
PPP4C	loss	HGAT	5	gene
PPP4C	loss	Medulloblastoma	7	gene
PPP4C	loss	Neuroblastoma	11	gene
PPP5C	loss	All	6	gene
PPP5D1	loss	All	6	gene
PPP6R1	loss	All	6	gene
PPY	gain	All	6	gene
PPY	gain	Neuroblastoma	5	gene
PRAG1	loss	All	4	gene
PRAM1	loss	All	4	gene
PRAM1	loss	Neuroblastoma	4	gene
PRAMEF1	loss	All	9	gene
PRAMEF1	loss	Neuroblastoma	5	gene
PRAMEF11	loss	All	5	gene
PRAMEF12	loss	All	11	gene
PRAMEF12	loss	Neuroblastoma	7	gene
PRAMEF14	loss	All	7	gene
PRAMEF14	loss	Neuroblastoma	4	gene
PRAMEF15	loss	All	7	gene
PRAMEF15	loss	Neuroblastoma	4	gene
PRAMEF17	loss	All	9	gene
PRAMEF17	loss	Neuroblastoma	5	gene
PRAMEF19	loss	All	9	gene
PRAMEF19	loss	Neuroblastoma	5	gene
PRAMEF20	loss	All	11	gene
PRAMEF20	loss	Neuroblastoma	7	gene
PRAMEF33	loss	All	5	gene
PRAMEF5	loss	All	5	gene
PRAMEF8	loss	All	5	gene
PRAP1	loss	All	8	gene
PRCP	loss	All	5	gene
PRDM11	loss	All	13	gene
PRDM15	gain	All	4	gene
PRDM16	loss	All	4	gene
PRDM2	loss	All	12	gene
PRDM2	loss	Neuroblastoma	8	gene
PRDM7	loss	All	24	gene
PRDM7	loss	HGAT	6	gene
PRDM7	loss	Medulloblastoma	5	gene
PRDM7	loss	Neuroblastoma	8	gene
PREB	gain	All	4	gene
PRELID3A	gain	All	25	gene
PRELID3A	loss	All	19	gene
PRELID3A	gain	Medulloblastoma	4	gene
PRELID3A	gain	Neuroblastoma	13	gene
PRELID3A	loss	HGAT	6	gene
PRELID3A	loss	Neuroblastoma	5	gene
PREPL	gain	All	5	gene
PRG2	loss	All	5	gene
PRG3	loss	All	5	gene
PRICKLE4	gain	All	4	gene
PRKAB2	gain	All	11	gene
PRKAB2	loss	All	9	gene
PRKAB2	gain	HGAT	4	gene
PRKACG	gain	All	20	gene
PRKACG	loss	All	37	gene
PRKACG	gain	Ependymoma	7	gene
PRKACG	gain	HGAT	4	gene
PRKACG	gain	Medulloblastoma	4	gene
PRKACG	loss	Neuroblastoma	19	gene
PRKCD	loss	All	5	gene
PRKCD	loss	Neuroblastoma	4	gene
PRKCG	loss	All	7	gene
PRKCZ	loss	All	41	gene
PRKCZ	loss	Neuroblastoma	25	gene
PRKCZ-AS1	loss	All	41	gene
PRKCZ-AS1	loss	Neuroblastoma	25	gene
PRKD2	loss	All	6	gene
PRKG1	loss	All	4	gene
PRKN	loss	All	4	gene
PRKRIP1	gain	All	5	gene
PRMT5	loss	All	4	gene
PRMT5-AS1	loss	All	4	gene
PRMT6	loss	All	5	gene
PRMT6	loss	Neuroblastoma	5	gene
PRMT7	deep deletion	All	4	gene
PRND	gain	All	5	gene
PRND	loss	All	4	gene
PRND	gain	Neuroblastoma	4	gene
PRNP	gain	All	5	gene
PRNP	loss	All	4	gene
PRNP	gain	Neuroblastoma	4	gene
PRNT	gain	All	5	gene
PRNT	loss	All	4	gene
PRNT	gain	Neuroblastoma	4	gene
PRODH	loss	All	5	gene
PROP1	loss	All	5	gene
PRPF3	gain	All	28	gene
PRPF3	gain	HGAT	8	gene
PRPF3	gain	Medulloblastoma	4	gene
PRPF3	gain	Neuroblastoma	7	gene
PRPF31	loss	All	5	gene
PRPF38A	loss	All	4	gene
PRPF38B	loss	All	5	gene
PRPF38B	loss	Neuroblastoma	4	gene
PRPF6	loss	All	4	gene
PRPF8	gain	All	8	gene
PRPF8	loss	All	14	gene
PRPF8	gain	Neuroblastoma	4	gene
PRPF8	loss	HGAT	6	gene
PRPF8	loss	Medulloblastoma	5	gene
PRPH2	gain	All	4	gene
PRPSAP2	gain	All	43	gene
PRPSAP2	loss	All	21	gene
PRPSAP2	gain	Neuroblastoma	32	gene
PRPSAP2	loss	HGAT	5	gene
PRPSAP2	loss	Neuroblastoma	7	gene
PRR11	gain	All	6	gene
PRR11	gain	HGAT	4	gene
PRR14	gain	All	5	gene
PRR14	loss	All	27	gene
PRR14	loss	HGAT	5	gene
PRR14	loss	Medulloblastoma	7	gene
PRR14	loss	Neuroblastoma	11	gene
PRR19	loss	All	9	gene
PRR19	loss	HGAT	4	gene
PRR26	loss	All	4	gene
PRR30	gain	All	4	gene
PRR36	loss	All	5	gene
PRR36	loss	Neuroblastoma	4	gene
PRR5	loss	All	4	gene
PRR5-ARHGAP8	loss	All	4	gene
PRR9	gain	All	6	gene
PRR9	gain	HGAT	5	gene
PRRT2	gain	All	6	gene
PRRT2	loss	All	27	gene
PRRT2	loss	HGAT	5	gene
PRRT2	loss	Medulloblastoma	7	gene
PRRT2	loss	Neuroblastoma	11	gene
PRSS1	gain	All	106	gene
PRSS1	loss	All	9	gene
PRSS1	neutral	All	13	gene
PRSS1	gain	Craniopharyngioma	5	gene
PRSS1	gain	Ependymoma	8	gene
PRSS1	gain	Ganglioglioma	6	gene
PRSS1	gain	GNT	4	gene
PRSS1	gain	HGAT	10	gene
PRSS1	gain	LGAT	33	gene
PRSS1	gain	Medulloblastoma	5	gene
PRSS1	gain	Meningioma	7	gene
PRSS1	gain	Neuroblastoma	4	gene
PRSS1	gain	Teratoma	4	gene
PRSS1	neutral	HGAT	4	gene
PRSS1	neutral	LGAT	4	gene
PRSS2	gain	All	107	gene
PRSS2	loss	All	9	gene
PRSS2	neutral	All	13	gene
PRSS2	gain	Craniopharyngioma	5	gene
PRSS2	gain	Ependymoma	8	gene
PRSS2	gain	Ganglioglioma	6	gene
PRSS2	gain	GNT	4	gene
PRSS2	gain	HGAT	10	gene
PRSS2	gain	LGAT	34	gene
PRSS2	gain	Medulloblastoma	5	gene
PRSS2	gain	Meningioma	7	gene
PRSS2	gain	Neuroblastoma	4	gene
PRSS2	gain	Teratoma	4	gene
PRSS2	neutral	HGAT	4	gene
PRSS2	neutral	LGAT	4	gene
PRSS21	loss	All	10	gene
PRSS21	loss	Neuroblastoma	5	gene
PRSS22	loss	All	10	gene
PRSS22	loss	Neuroblastoma	5	gene
PRSS27	loss	All	7	gene
PRSS27	loss	Neuroblastoma	4	gene
PRSS3	loss	All	5	gene
PRSS30P	loss	All	10	gene
PRSS30P	loss	Neuroblastoma	5	gene
PRSS33	loss	All	9	gene
PRSS33	loss	Neuroblastoma	5	gene
PRSS36	gain	All	4	gene
PRSS36	loss	All	27	gene
PRSS36	loss	HGAT	5	gene
PRSS36	loss	Medulloblastoma	7	gene
PRSS36	loss	Neuroblastoma	11	gene
PRSS41	loss	All	10	gene
PRSS41	loss	Neuroblastoma	5	gene
PRSS53	gain	All	4	gene
PRSS53	loss	All	27	gene
PRSS53	loss	HGAT	5	gene
PRSS53	loss	Medulloblastoma	7	gene
PRSS53	loss	Neuroblastoma	11	gene
PRSS55	loss	All	6	gene
PRSS57	gain	All	4	gene
PRSS58	gain	All	4	gene
PRSS8	gain	All	4	gene
PRSS8	loss	All	27	gene
PRSS8	loss	HGAT	5	gene
PRSS8	loss	Medulloblastoma	7	gene
PRSS8	loss	Neuroblastoma	11	gene
PRTN3	gain	All	4	gene
PRTN3	loss	All	4	gene
PSAP	loss	All	4	gene
PSAPL1	loss	All	7	gene
PSAPL1	loss	Neuroblastoma	5	gene
PSCA	loss	All	7	gene
PSG1	loss	All	6	gene
PSG3	loss	All	6	gene
PSG8	loss	All	5	gene
PSG8-AS1	loss	All	5	gene
PSKH1	deep deletion	All	4	gene
PSMB10	deep deletion	All	4	gene
PSMB11	loss	All	4	gene
PSMB3	gain	All	9	gene
PSMB3	gain	Neuroblastoma	6	gene
PSMB5	loss	All	4	gene
PSMC2	gain	All	8	gene
PSMC3	gain	All	4	gene
PSMC3	loss	All	7	gene
PSMC3IP	gain	All	10	gene
PSMC3IP	gain	HGAT	4	gene
PSMC3IP	gain	Neuroblastoma	4	gene
PSMC6	loss	All	5	gene
PSMD11	gain	All	5	gene
PSMD11	loss	All	4	gene
PSMD11	gain	Neuroblastoma	5	gene
PSMF1	gain	All	5	gene
PSMF1	gain	Neuroblastoma	4	gene
PSMG2	gain	All	23	gene
PSMG2	loss	All	20	gene
PSMG2	gain	Medulloblastoma	4	gene
PSMG2	gain	Neuroblastoma	11	gene
PSMG2	loss	HGAT	6	gene
PSMG2	loss	Neuroblastoma	5	gene
PSPH	gain	All	4	gene
PSPN	loss	All	4	gene
PSTK	loss	All	5	gene
PTBP1	gain	All	5	gene
PTBP1	loss	All	4	gene
PTCD1	gain	All	5	gene
PTCRA	gain	All	4	gene
PTENP1	loss	All	6	gene
PTENP1-AS	loss	All	6	gene
PTGDR	loss	All	5	gene
PTGDS	gain	All	5	gene
PTGDS	loss	All	7	gene
PTGER2	loss	All	5	gene
PTGER3	loss	All	5	gene
PTGIR	loss	All	6	gene
PTH2	loss	All	4	gene
PTK6	loss	All	8	gene
PTK6	loss	HGAT	4	gene
PTK7	gain	All	4	gene
PTK7	loss	All	4	gene
PTP4A3	loss	All	6	gene
PTPMT1	gain	All	4	gene
PTPMT1	loss	All	7	gene
PTPN12	gain	All	4	gene
PTPN2	gain	All	24	gene
PTPN2	loss	All	19	gene
PTPN2	gain	Medulloblastoma	4	gene
PTPN2	gain	Neuroblastoma	11	gene
PTPN2	loss	HGAT	6	gene
PTPN2	loss	Neuroblastoma	5	gene
PTPRA	gain	All	4	gene
PTPRA	loss	All	5	gene
PTPRA	gain	Neuroblastoma	4	gene
PTPRC	loss	All	4	gene
PTPRD	loss	All	9	gene
PTPRD-AS2	loss	All	4	gene
PTPRH	loss	All	6	gene
PTPRJ	loss	All	5	gene
PTPRN2	gain	All	4	gene
PTTG1IP	gain	All	4	gene
PTTG1IP	loss	All	8	gene
PTTG1IP	loss	Neuroblastoma	5	gene
PTTG2	loss	All	4	gene
PTX4	loss	All	8	gene
PTX4	loss	Neuroblastoma	4	gene
PUF60	loss	All	5	gene
PUS1	gain	All	6	gene
PUSL1	loss	All	43	gene
PUSL1	loss	Neuroblastoma	26	gene
PVALB	loss	All	6	gene
PVRIG	gain	All	4	gene
PWAR1	loss	All	8	gene
PWAR1	loss	HGAT	5	gene
PWAR5	loss	All	8	gene
PWAR5	loss	HGAT	5	gene
PWP2	gain	All	4	gene
PWP2	loss	All	7	gene
PWP2	loss	Neuroblastoma	5	gene
PWRN1	loss	All	7	gene
PWRN1	loss	HGAT	5	gene
PWRN2	loss	All	7	gene
PWRN2	loss	HGAT	5	gene
PWWP2B	loss	All	11	gene
PWWP2B	loss	HGAT	4	gene
PWWP2B	loss	Neuroblastoma	4	gene
PYCARD	gain	All	4	gene
PYCARD	loss	All	27	gene
PYCARD	loss	HGAT	5	gene
PYCARD	loss	Medulloblastoma	7	gene
PYCARD	loss	Neuroblastoma	11	gene
PYCARD-AS1	gain	All	4	gene
PYCARD-AS1	loss	All	27	gene
PYCARD-AS1	loss	HGAT	5	gene
PYCARD-AS1	loss	Medulloblastoma	7	gene
PYCARD-AS1	loss	Neuroblastoma	11	gene
PYCR1	gain	All	7	gene
PYCR3	loss	All	6	gene
PYDC1	gain	All	4	gene
PYDC1	loss	All	28	gene
PYDC1	loss	HGAT	6	gene
PYDC1	loss	Medulloblastoma	7	gene
PYDC1	loss	Neuroblastoma	11	gene
PYGO2	gain	All	9	gene
PYGO2	loss	All	4	gene
PYGO2	gain	HGAT	6	gene
PYY	gain	All	8	gene
PYY	gain	Neuroblastoma	7	gene
QPCTL	loss	All	4	gene
QPRT	gain	All	6	gene
QPRT	loss	All	27	gene
QPRT	loss	HGAT	5	gene
QPRT	loss	Medulloblastoma	7	gene
QPRT	loss	Neuroblastoma	11	gene
QSOX2	gain	All	7	gene
QSOX2	loss	All	8	gene
QTRT1	loss	All	4	gene
R3HDM4	gain	All	4	gene
R3HDM4	loss	All	4	gene
RAB11B	loss	All	4	gene
RAB11B	loss	Neuroblastoma	4	gene
RAB11B-AS1	loss	All	5	gene
RAB11B-AS1	loss	Neuroblastoma	5	gene
RAB11FIP4	gain	All	4	gene
RAB11FIP4	loss	All	5	gene
RAB11FIP4	gain	Neuroblastoma	4	gene
RAB13	gain	All	9	gene
RAB13	gain	HGAT	6	gene
RAB19	gain	All	44	gene
RAB19	gain	LGAT	39	gene
RAB26	loss	All	9	gene
RAB26	loss	Neuroblastoma	5	gene
RAB30	loss	All	5	gene
RAB39A	loss	All	4	gene
RAB3A	loss	All	5	gene
RAB3B	loss	All	4	gene
RAB3C	loss	All	4	gene
RAB40C	gain	All	4	gene
RAB40C	loss	All	8	gene
RAB40C	loss	Neuroblastoma	5	gene
RAB5C	gain	All	9	gene
RAB5C	gain	HGAT	4	gene
RAB6A	loss	All	7	gene
RAB6A	loss	Neuroblastoma	6	gene
RAB8A	loss	All	6	gene
RAB8A	loss	Neuroblastoma	4	gene
RABAC1	loss	All	7	gene
RABAC1	loss	HGAT	4	gene
RABEP2	gain	All	6	gene
RABEP2	loss	All	23	gene
RABEP2	loss	Medulloblastoma	7	gene
RABEP2	loss	Neuroblastoma	9	gene
RABGEF1	loss	All	4	gene
RABL6	gain	All	5	gene
RABL6	loss	All	7	gene
RAC3	gain	All	7	gene
RAD21L1	gain	All	6	gene
RAD21L1	gain	Neuroblastoma	5	gene
RAD51C	gain	All	4	gene
RAD52	gain	All	6	gene
RAF1	gain	All	4	gene
RAI1	gain	All	46	gene
RAI1	loss	All	33	gene
RAI1	gain	Ependymoma	4	gene
RAI1	gain	Medulloblastoma	4	gene
RAI1	gain	Neuroblastoma	33	gene
RAI1	loss	HGAT	7	gene
RAI1	loss	Medulloblastoma	12	gene
RAI1	loss	Neuroblastoma	7	gene
RAI1-AS1	gain	All	46	gene
RAI1-AS1	loss	All	33	gene
RAI1-AS1	gain	Ependymoma	4	gene
